requestedCustomerNum,customerRequestedBillingNumber,customerRequestedLineNumber,customerRequestedServiceNumber,requestTimestamp
242,268,14157,12492,2018-03-31 17:20:43.510
242,13,9880,13056,2018-10-07 06:00:24.100
242,365,28032,14191,2018-04-27 20:49:24.240
243,268,20722,10709,2018-06-18 02:28:08.990
243,13,17754,11926,2018-11-11 10:14:37.700
243,96,570,12533,2018-07-09 12:06:52.250
243,365,36447,13410,2018-11-26 00:40:01.760
243,180,35045,13774,2018-08-03 01:13:32.580
244,403,101805,7964,2018-05-20 21:36:04.120
244,13,18634,9012,2018-07-23 10:34:19.130
244,268,21616,10857,2018-02-04 21:39:08.210
244,180,41888,12173,2018-12-12 01:48:09.200
244,96,3270,13563,2018-11-19 06:39:01.420
244,233,18352,14152,2018-11-01 00:19:18.970
245,268,28266,8736,2018-04-14 07:54:35.830
245,96,7953,9962,2018-08-15 22:00:21.990
245,365,64045,9967,2018-03-15 16:13:27.130
245,180,42401,10198,2018-05-31 15:15:23.120
245,13,21323,10691,2018-11-13 02:34:40.180
246,268,35157,10479,2018-10-08 09:42:56.430
246,13,27494,11878,2018-10-15 15:59:05.370
246,96,10257,12227,2018-11-26 01:17:59.270
246,180,52201,12756,2018-11-14 09:33:36.260
247,268,52297,7566,2018-08-31 10:35:53.400
247,96,13561,7703,2018-03-04 18:46:09.560
247,357,7574,10633,2018-02-28 08:38:40.720
247,13,39634,10894,2018-11-27 02:50:34.230
247,180,62888,13416,2018-06-20 08:52:34.900
248,180,63401,7716,2018-12-16 08:31:06.980
248,96,18408,8699,2018-12-16 10:35:50.280
248,268,63616,9659,2018-03-08 09:20:38.820
248,340,22445,13234,2018-01-16 20:33:20.290
248,13,42323,14498,2018-08-01 07:41:47.320
249,13,51880,9126,2018-11-23 20:28:37.010
249,180,77045,9192,2018-03-28 11:58:04.880
249,268,77157,9922,2018-07-26 17:44:49.840
249,96,21570,10581,2018-06-24 00:43:36.880
249,365,106045,13122,2018-05-01 06:59:58.800
250,365,129045,10475,2018-01-18 06:48:30.890
250,13,63323,10910,2018-05-28 13:58:06.490
250,268,84616,11119,2018-04-07 08:49:03.440
250,96,28953,13564,2018-03-02 23:18:36.940
250,180,84401,13788,2018-05-18 18:55:53.240
251,96,34561,9412,2018-01-24 12:10:08.110
251,420,101626,9418,2018-12-10 18:08:30.630
251,304,128883,11867,2018-06-18 12:08:25.080
251,180,101337,12470,2018-04-30 03:44:48.560
251,411,35609,14041,2018-11-06 14:14:31.460
251,13,81634,14050,2018-01-18 04:04:14.530
252,378,127375,8793,2018-02-26 07:55:36.910
252,96,42570,9043,2018-01-26 03:37:27.660
252,268,105616,9366,2018-08-27 18:04:39.600
252,13,84323,13268,2018-08-18 00:26:57.800
252,180,105401,14384,2018-05-10 17:51:11.210
253,388,4076,7825,2018-04-06 20:29:34.410
253,96,52257,8036,2018-03-01 08:22:54.460
253,268,126616,9216,2018-06-29 09:33:32.620
253,180,125888,12349,2018-09-29 12:42:20.610
253,13,101754,14290,2018-03-30 02:13:59.680
254,366,13862,8771,2018-09-02 09:02:19.880
254,180,126401,10170,2018-05-17 11:30:01.940
254,96,63570,10588,2018-01-15 03:06:08.090
254,13,105323,13446,2018-02-22 10:57:01.510
254,268,127616,14078,2018-12-22 16:49:08.510
255,96,76561,7988,2018-02-26 16:30:44.440
255,13,126323,10201,2018-01-12 10:46:56.800
255,366,17633,12055,2018-04-26 17:24:02.740
255,180,127401,14479,2018-04-18 05:19:41.280
256,96,84570,9292,2018-04-28 04:12:36.120
256,13,127323,11907,2018-11-14 00:21:39.490
256,180,128401,12583,2018-07-07 08:32:45.170
256,269,1098,13239,2018-02-02 06:39:22.500
257,13,128323,8955,2018-01-16 13:15:57.170
257,269,4034,11738,2018-10-28 21:36:58.030
257,96,102408,14090,2018-01-26 10:46:23.850
257,181,1064,14404,2018-11-02 05:46:37.740
258,14,879,8395,2018-06-02 09:51:10.140
258,96,105570,11482,2018-03-24 02:45:47.750
258,269,7636,12964,2018-11-26 06:42:11.650
258,181,2974,13846,2018-07-29 09:28:03.600
258,165,101628,14258,2018-07-20 09:37:03.330
259,398,53374,7508,2018-06-26 11:14:08.440
259,96,126570,9441,2018-10-18 05:43:58.520
259,269,10241,10200,2018-09-12 16:18:23.250
259,181,7150,13667,2018-09-09 04:39:18.550
259,14,2906,14524,2018-12-14 16:54:44.680
260,14,6830,7794,2018-09-11 16:33:44.360
260,181,11484,8712,2018-06-06 09:49:00.420
260,269,14135,13084,2018-07-04 23:39:48.320
260,96,127570,13356,2018-04-12 17:02:35.000
261,181,15305,9829,2018-05-15 08:06:41.950
261,14,10851,10230,2018-01-29 07:14:48.590
261,96,128570,11810,2018-05-27 06:22:25.260
261,312,11390,12255,2018-02-19 05:36:22.630
261,269,19698,12563,2018-04-17 22:22:49.800
262,366,129132,7730,2018-04-28 00:32:48.970
262,269,22098,8114,2018-05-05 07:05:14.650
262,14,13772,11849,2018-07-29 21:31:02.990
262,97,1019,13678,2018-05-28 17:09:58.830
262,181,19963,14124,2018-08-22 15:30:04.560
263,296,14876,8929,2018-08-14 12:00:18.730
263,97,3132,9195,2018-10-28 01:35:12.690
263,181,22064,9886,2018-07-20 23:11:51.030
263,14,17113,13596,2018-10-18 01:45:12.010
263,269,28636,14579,2018-04-20 06:28:47.570
264,97,7301,10465,2018-11-12 05:16:48.440
264,335,480,11250,2018-08-27 11:43:43.140
264,269,35135,11309,2018-05-31 17:34:50.830
264,14,20772,11353,2018-09-26 09:32:38.980
264,181,28150,12466,2018-06-25 01:32:06.870
265,269,43098,9201,2018-04-07 09:55:49.510
265,367,14078,9305,2018-01-17 11:46:32.770
265,97,10785,11281,2018-08-15 13:38:59.250
265,414,10429,11586,2018-06-12 12:26:54.420
265,14,21879,11627,2018-04-27 18:32:02.320
265,181,36305,11635,2018-01-29 04:58:58.430
266,181,43064,10229,2018-11-11 22:41:04.650
266,269,52241,11264,2018-10-12 09:10:04.000
266,14,27830,12304,2018-05-19 15:28:47.840
266,97,16127,12556,2018-11-02 13:02:22.970
266,367,22051,12789,2018-07-04 16:46:53.020
267,269,64098,8433,2018-06-28 13:57:51.000
267,367,28250,10419,2018-12-08 02:02:34.510
267,181,53484,10783,2018-09-09 09:15:17.060
267,14,34772,12094,2018-07-23 12:51:59.530
267,97,18119,12728,2018-07-09 04:55:15.950
268,367,43051,10035,2018-02-01 09:40:36.910
268,14,41772,11246,2018-09-29 13:50:14.160
268,269,77135,12064,2018-05-27 05:40:39.460
268,181,64064,12939,2018-09-29 22:50:13.870
268,97,22019,13536,2018-03-03 16:10:24.210
269,97,28301,8295,2018-07-06 10:40:53.710
269,279,42192,8798,2018-10-29 05:09:23.710
269,14,42879,12156,2018-02-12 11:50:47.110
269,181,78305,12908,2018-07-04 00:08:53.210
269,382,52574,13547,2018-02-10 18:22:47.070
270,14,52851,7736,2018-05-01 21:04:57.160
270,181,85064,7914,2018-02-11 08:55:31.680
270,97,37127,10734,2018-10-29 12:04:00.450
270,367,64051,11988,2018-09-15 06:09:09.500
270,269,103698,12932,2018-02-26 16:54:32.830
271,359,43617,8633,2018-05-10 06:13:48.710
271,14,62772,11451,2018-03-05 19:26:01.290
271,181,103963,11669,2018-05-25 12:46:38.650
271,371,3459,12660,2018-09-12 20:44:16.510
271,97,43019,13386,2018-09-14 02:56:47.110
272,14,63879,7681,2018-03-19 23:56:52.650
272,367,106051,11096,2018-09-21 09:55:02.290
272,269,129098,11296,2018-09-28 20:31:52.610
272,97,52785,12520,2018-11-16 15:00:48.370
272,181,106064,13326,2018-01-11 01:15:35.190
273,97,64019,7864,2018-09-26 09:11:05.860
273,181,129064,7989,2018-10-07 23:35:26.440
273,270,2116,9631,2018-04-05 02:50:39.480
273,367,129051,11542,2018-04-21 03:52:50.440
273,14,76772,12162,2018-04-15 23:39:31.480
274,368,1142,7920,2018-09-07 17:05:25.050
274,97,79127,9023,2018-12-03 14:00:55.990
274,270,4507,11214,2018-05-03 13:35:13.380
274,14,84879,13654,2018-04-24 17:19:06.890
274,182,741,14068,2018-03-10 00:05:30.210
275,368,3107,7906,2018-02-09 20:02:50.700
275,97,85019,9538,2018-11-02 13:04:38.470
275,14,101113,9775,2018-02-10 20:45:30.880
275,182,3115,10208,2018-12-11 21:31:33.260
275,270,6808,11109,2018-03-19 21:35:33.810
276,270,10828,7950,2018-03-29 10:00:22.760
276,182,6587,9458,2018-04-29 13:16:26.630
276,368,10242,10393,2018-01-21 18:32:48.200
276,14,105879,11487,2018-06-29 09:49:50.930
276,97,102119,14237,2018-10-18 04:14:11.240
277,14,125772,7624,2018-08-14 10:20:32.810
277,368,17905,7675,2018-12-11 22:04:36.130
277,270,16361,10323,2018-04-16 15:05:40.100
277,182,10612,12582,2018-06-02 21:48:20.370
277,97,106019,13076,2018-11-29 11:00:37.940
278,270,19566,8018,2018-11-06 23:03:04.450
278,182,15765,8238,2018-09-13 19:46:48.650
278,97,129019,10411,2018-10-21 22:49:15.890
278,14,126879,12605,2018-08-04 09:21:39.500
279,98,227,8859,2018-11-16 12:23:45.580
279,270,23116,10746,2018-07-18 20:29:35.090
279,14,127879,12503,2018-10-21 16:41:11.110
279,182,17855,12890,2018-06-12 04:11:31.450
279,368,28382,13054,2018-06-27 18:51:30.000
280,182,21741,8757,2018-08-20 13:53:28.400
280,98,4710,10267,2018-07-08 01:21:40.460
280,270,27808,10683,2018-04-22 11:34:46.010
280,14,128879,10958,2018-02-20 17:40:09.210
280,368,34869,13768,2018-03-07 08:29:20.250
281,368,43142,7875,2018-10-14 16:58:53.250
281,270,37361,8035,2018-09-09 09:06:57.520
281,98,6543,9620,2018-06-23 07:48:34.720
281,182,27587,11426,2018-01-21 00:47:20.050
281,15,2003,11868,2018-07-25 10:25:57.280
282,98,10296,9407,2018-08-13 22:58:02.400
282,182,36765,9842,2018-06-09 20:36:20.980
282,270,44116,12071,2018-10-03 16:22:16.890
282,368,52242,12446,2018-01-18 15:38:07.590
282,15,2619,13017,2018-02-11 22:52:32.260
283,15,6723,8818,2018-07-03 22:56:20.330
283,368,64142,10263,2018-06-26 16:34:39.700
283,98,15469,11873,2018-04-18 01:32:53.620
283,182,42741,14123,2018-08-07 14:55:28.770
284,368,76869,9241,2018-05-06 07:21:14.280
284,270,65116,11458,2018-10-09 16:35:28.430
284,182,52612,12228,2018-12-21 19:16:56.060
284,15,11541,12348,2018-10-04 06:32:14.800
284,98,17133,14686,2018-03-07 23:43:00.700
285,270,79361,7530,2018-03-07 00:01:39.250
285,98,21227,8210,2018-11-01 14:36:14.610
285,15,14207,10066,2018-02-06 08:17:57.480
285,303,62939,11857,2018-05-04 18:27:52.890
285,182,63741,14015,2018-11-11 14:06:52.340
286,98,27543,7653,2018-10-09 04:21:15.080
286,270,86116,9520,2018-01-29 23:14:22.620
286,182,78765,11171,2018-11-21 18:49:54.170
286,15,17078,12982,2018-07-24 15:48:27.290
287,15,23003,8663,2018-03-13 18:08:14.520
287,270,103566,10936,2018-03-30 03:33:10.090
287,182,84741,12092,2018-09-15 12:20:08.100
287,98,36469,12327,2018-05-23 07:56:28.680
288,182,101855,9354,2018-02-03 05:40:58.910
288,98,42227,9700,2018-06-17 06:05:52.290
288,270,107116,9833,2018-06-16 15:35:49.950
288,15,27723,11525,2018-03-08 15:39:11.330
288,296,35876,11993,2018-06-04 21:24:15.990
289,270,130116,8274,2018-09-03 06:25:52.370
289,98,52296,9496,2018-12-24 09:20:26.590
289,419,14020,12102,2018-10-11 05:43:12.480
289,15,35207,12640,2018-08-24 12:06:11.090
289,182,105741,13831,2018-11-13 15:38:59.390
290,15,44003,8195,2018-02-18 13:40:21.450
290,369,9195,10676,2018-04-05 11:37:29.310
290,98,63227,11480,2018-03-13 09:28:44.220
290,384,14514,13198,2018-11-13 05:53:24.430
290,182,126741,13862,2018-01-15 16:44:37.520
291,98,78469,9021,2018-10-29 21:13:37.220
291,271,3877,10017,2018-01-14 23:43:07.760
291,182,127741,12030,2018-12-21 23:05:34.780
291,15,53541,14619,2018-11-04 01:25:05.440
292,412,17880,8834,2018-02-01 04:01:10.860
292,369,14766,12425,2018-08-16 06:09:35.520
292,15,65003,12793,2018-02-02 12:48:10.280
292,98,84227,13647,2018-07-06 22:39:37.430
292,182,128741,13815,2018-09-25 14:54:39.590
293,15,77207,7379,2018-05-08 04:37:10.280
293,369,17996,8832,2018-08-29 12:06:45.680
293,271,10553,9993,2018-09-20 13:48:19.860
293,183,493,10203,2018-06-11 17:32:24.060
293,98,101133,10358,2018-09-23 22:02:20.550
294,271,13851,7544,2018-09-09 18:34:50.530
294,183,3590,8304,2018-12-08 06:36:50.910
294,98,105227,8448,2018-03-06 22:44:32.180
294,15,86003,11666,2018-03-23 21:15:51.010
294,369,21240,14545,2018-03-21 19:50:18.160
295,15,101078,7615,2018-09-17 16:04:03.610
295,183,6578,9557,2018-04-25 07:08:41.240
295,392,64304,11974,2018-04-26 11:46:17.190
295,98,126227,13577,2018-10-10 10:23:53.960
295,271,19071,14389,2018-05-27 17:44:27.300
296,98,127227,7545,2018-06-23 23:51:10.870
296,271,21356,7728,2018-05-05 22:38:47.030
296,183,10323,8840,2018-06-25 13:22:25.650
296,415,23416,11137,2018-01-09 15:58:49.750
296,15,107003,11409,2018-07-06 10:54:19.640
297,271,28596,8365,2018-04-15 12:32:52.060
297,369,84240,9244,2018-10-04 06:39:34.970
297,15,130003,9257,2018-10-24 02:34:29.670
297,183,14754,9873,2018-04-23 23:51:57.190
297,98,128227,14005,2018-08-25 14:07:49.560
298,271,34851,7368,2018-06-06 18:39:30.650
298,16,312,7931,2018-10-11 01:11:29.410
298,99,2821,9022,2018-06-17 05:52:14.340
298,372,64349,9347,2018-04-04 05:48:42.540
298,183,17565,9518,2018-01-19 23:56:44.370
299,99,3405,7862,2018-07-23 21:52:07.400
299,16,3144,11969,2018-10-21 05:42:33.400
299,271,42356,12111,2018-06-29 08:31:14.170
299,183,21493,12143,2018-07-13 23:58:52.460
299,369,127240,13257,2018-12-07 01:32:00.380
300,183,27578,9108,2018-07-06 23:57:40.740
300,16,6258,12271,2018-09-04 07:24:41.780
300,333,18097,12722,2018-04-03 20:53:32.450
300,381,34919,13531,2018-02-05 19:42:56.970
300,99,8767,13753,2018-08-03 16:59:58.100
301,183,35754,8705,2018-07-07 05:18:24.270
301,99,11635,9756,2018-03-18 15:53:39.480
301,16,11957,10513,2018-08-26 12:36:41.380
301,370,1130,11087,2018-04-10 08:59:43.940
301,271,76851,14288,2018-11-19 15:06:06.630
302,16,14940,8750,2018-05-08 07:52:53.260
302,370,6845,9032,2018-08-09 03:29:49.550
302,183,42493,9482,2018-01-26 07:05:16.410
302,99,13509,11568,2018-12-15 23:52:46.210
302,271,84356,14577,2018-06-13 15:56:10.360
303,99,18247,7951,2018-05-29 00:18:54.860
303,183,52323,10204,2018-11-06 23:57:22.520
303,370,10446,11508,2018-01-13 12:28:24.470
303,406,101953,11941,2018-03-26 07:57:39.080
303,16,17196,12502,2018-04-02 21:10:28.050
304,99,24405,7435,2018-03-27 12:45:56.040
304,183,63493,7855,2018-11-23 13:00:02.270
304,271,105356,8305,2018-08-30 13:44:39.000
304,370,14891,9007,2018-09-24 02:33:38.000
304,16,21312,14264,2018-11-15 10:42:20.980
305,99,29767,8225,2018-12-19 01:24:57.690
305,183,77754,9582,2018-07-23 04:27:59.200
305,16,27258,10948,2018-06-22 08:32:19.790
305,370,22130,12022,2018-04-03 15:03:25.980
305,271,126356,12496,2018-08-23 12:19:26.640
306,271,127356,8333,2018-12-10 17:27:08.740
306,183,84493,9103,2018-02-10 06:06:49.290
306,99,34509,9605,2018-02-10 00:02:46.040
306,16,35940,13357,2018-02-04 12:05:52.770
307,271,128356,9042,2018-04-18 04:32:36.480
307,183,101565,9691,2018-05-21 01:56:53.050
307,99,45405,11445,2018-04-04 19:36:48.940
307,396,85533,13045,2018-09-26 09:47:58.750
307,16,42312,13918,2018-12-02 22:19:25.010
308,272,1211,9743,2018-11-07 08:26:52.880
308,429,52625,9800,2018-11-26 00:09:02.270
308,16,53957,11416,2018-12-07 04:07:14.330
308,99,53635,12136,2018-10-01 23:18:06.900
308,183,105493,14114,2018-03-31 00:51:25.370
309,16,63312,10270,2018-08-03 04:01:37.310
309,272,3849,10538,2018-09-22 23:27:02.950
309,99,66405,11985,2018-06-23 19:23:49.770
309,183,126493,12435,2018-06-06 02:13:09.560
309,370,52446,14391,2018-04-16 18:12:22.000
310,272,7630,9207,2018-05-25 23:01:27.230
310,183,127493,10569,2018-04-06 07:34:52.020
310,99,76509,13143,2018-06-17 09:29:23.900
310,16,77940,13855,2018-09-22 02:18:13.030
310,370,64130,14170,2018-11-03 22:11:21.920
311,353,76848,9156,2018-02-06 00:24:54.940
311,99,87405,10146,2018-03-30 04:30:08.960
311,16,84312,13575,2018-07-14 16:18:22.450
311,183,128493,13584,2018-05-12 01:22:30.520
311,272,10344,14168,2018-11-08 17:10:20.510
312,272,13902,7777,2018-07-31 22:04:50.450
312,184,1663,12616,2018-10-08 12:00:35.980
312,99,102247,12727,2018-02-28 05:31:38.150
312,16,101196,12950,2018-06-27 13:30:13.570
312,370,85130,13717,2018-12-09 20:27:39.930
313,99,108405,7744,2018-07-05 19:35:39.990
313,359,17960,7890,2018-06-08 11:56:24.000
313,16,105312,13609,2018-08-17 08:43:08.510
313,370,129130,13983,2018-12-03 14:33:19.340
313,184,3233,14625,2018-01-29 13:03:48.850
314,99,131405,7536,2018-06-08 17:22:08.900
314,272,22211,10829,2018-05-05 23:53:47.300
314,16,126312,12135,2018-12-05 03:16:35.170
314,184,6875,14091,2018-09-27 20:51:20.030
315,16,127312,9211,2018-02-16 14:17:06.430
315,100,1141,9549,2018-05-11 06:33:54.000
315,184,10468,10313,2018-12-22 11:23:16.940
315,272,28630,10352,2018-04-01 13:00:01.220
316,100,2911,8880,2018-09-21 12:20:01.340
316,184,13989,9162,2018-05-20 02:16:36.840
316,16,128312,10094,2018-11-29 00:47:23.520
316,272,34902,13292,2018-04-30 02:49:50.040
317,184,18798,7577,2018-06-24 14:20:17.980
317,17,190,8212,2018-08-07 00:37:21.210
317,100,7256,9508,2018-07-14 15:27:28.580
317,272,43211,14026,2018-04-09 13:57:06.730
318,184,22663,7459,2018-09-04 09:59:18.200
318,272,52344,10071,2018-07-26 17:41:54.370
318,100,10721,10728,2018-05-13 23:16:06.410
318,371,24794,11989,2018-12-04 02:42:05.730
318,17,3607,12534,2018-03-23 06:21:12.920
319,184,27875,8434,2018-09-08 13:27:59.180
319,371,27945,8876,2018-10-06 09:16:57.290
319,100,15158,11270,2018-06-02 21:55:42.490
319,272,64211,12754,2018-02-22 13:39:23.130
319,17,7892,14142,2018-01-27 09:01:18.960
320,184,34989,9736,2018-06-30 07:45:20.420
320,17,11818,10642,2018-07-24 01:55:17.490
320,100,17929,10977,2018-06-09 01:18:34.840
320,272,76902,12108,2018-11-25 17:49:14.290
321,17,14095,8444,2018-06-19 06:26:59.160
321,184,43663,12761,2018-12-18 12:23:29.050
321,371,53268,12795,2018-03-17 01:53:13.230
321,272,85211,12957,2018-05-20 02:55:42.370
321,100,20909,13871,2018-04-25 13:38:17.520
322,272,102368,7378,2018-12-15 02:26:13.650
322,184,52468,7503,2018-10-14 19:52:07.190
322,100,22141,7548,2018-12-07 16:37:15.940
322,17,17090,7733,2018-07-07 11:58:09.370
322,371,77996,13693,2018-07-20 12:12:19.960
323,184,64663,10375,2018-10-21 19:21:38.350
323,272,106211,11656,2018-08-12 11:44:13.370
323,375,17496,11801,2018-01-28 23:30:38.840
323,100,28256,13659,2018-10-08 00:38:09.490
323,17,20982,14421,2018-10-02 21:55:52.210
324,17,21190,7626,2018-04-11 10:52:31.470
324,403,128680,10517,2018-06-07 12:04:38.810
324,184,76989,11862,2018-02-01 14:25:02.400
324,100,36158,13111,2018-07-14 07:16:11.070
324,272,129211,13250,2018-08-22 17:49:36.780
325,100,41909,7739,2018-09-08 20:19:03.170
325,184,85663,7945,2018-11-08 15:15:17.960
325,273,4001,8531,2018-11-27 04:57:08.540
325,207,77881,9392,2018-12-17 06:43:53.500
325,17,28892,14224,2018-04-05 00:11:56.730
326,17,35095,9707,2018-09-11 00:58:03.050
326,273,5007,10901,2018-11-30 11:01:08.540
326,100,43141,10978,2018-12-08 11:01:14.150
326,372,3932,11432,2018-11-13 02:18:34.920
326,184,102798,12090,2018-07-22 20:27:25.240
327,372,8740,9343,2018-01-24 18:44:36.550
327,100,52721,10032,2018-06-27 22:08:49.370
327,184,106663,10183,2018-09-14 22:36:58.780
327,17,41982,11420,2018-02-28 00:49:10.840
327,273,6654,14025,2018-03-17 18:28:20.980
328,184,129663,10714,2018-01-25 03:19:24.060
328,17,42190,12105,2018-12-13 02:33:49.240
328,372,11695,13565,2018-11-17 03:09:19.860
328,273,10705,13730,2018-03-26 18:25:24.100
328,100,62909,13756,2018-12-15 10:48:14.280
329,273,14212,10199,2018-07-10 13:31:17.760
329,185,150,10776,2018-02-10 03:43:49.780
329,100,64141,11199,2018-09-15 10:25:06.290
329,372,13982,12177,2018-07-11 14:12:32.790
329,17,53818,12483,2018-10-11 22:22:25.230
330,100,78158,9005,2018-03-12 03:42:10.850
330,17,62982,9544,2018-12-06 14:57:13.100
330,273,18619,10914,2018-03-10 07:11:38.460
330,185,2985,14045,2018-02-17 11:27:49.450
331,185,6719,8529,2018-06-07 05:17:09.880
331,17,63190,8881,2018-03-23 15:48:07.780
331,100,85141,10851,2018-03-26 10:22:03.180
331,273,25001,10942,2018-09-04 03:09:39.070
331,372,34982,12295,2018-03-07 17:15:58.200
332,185,12760,8234,2018-03-01 15:50:59.010
332,100,101929,12021,2018-01-21 16:31:30.150
332,273,27654,12070,2018-10-09 20:31:03.610
332,17,77095,12809,2018-11-24 17:09:19.910
333,273,35212,7422,2018-08-01 05:12:08.870
333,185,13635,11125,2018-05-30 23:18:49.060
333,100,106141,11714,2018-07-08 08:30:23.800
333,17,84190,12174,2018-02-17 20:19:20.590
333,372,53695,12285,2018-09-13 06:22:08.520
334,273,46001,8414,2018-02-21 08:03:51.340
334,100,125909,8489,2018-08-08 01:21:59.790
334,17,101090,9772,2018-04-06 15:58:23.790
334,185,17240,10860,2018-09-09 09:17:38.780
335,185,20949,10272,2018-01-31 01:41:29.270
335,100,129141,11689,2018-05-14 12:44:04.760
335,273,52705,13121,2018-05-15 02:23:24.280
335,17,105190,13924,2018-04-26 12:40:06.640
336,273,67001,7809,2018-10-24 13:42:34.000
336,435,14140,9363,2018-05-18 23:36:06.860
336,185,21150,9598,2018-09-12 13:57:00.340
336,17,125982,11587,2018-01-10 21:31:44.190
336,101,76,13025,2018-07-09 13:52:49.560
337,17,126190,11084,2018-09-17 15:43:26.200
337,185,27719,12488,2018-11-15 04:34:24.050
337,101,3045,13231,2018-06-06 20:10:33.270
338,17,127190,10109,2018-05-31 04:19:54.200
338,185,34635,11230,2018-06-04 19:49:08.900
338,319,22425,12203,2018-06-21 04:14:13.260
338,101,6690,12780,2018-08-30 09:36:35.340
338,273,88001,14585,2018-12-22 11:33:40.390
339,17,128190,9338,2018-10-12 02:32:38.050
339,101,10343,9702,2018-04-16 00:49:12.820
339,273,102619,11231,2018-03-23 16:46:44.050
339,347,10338,11607,2018-11-11 02:16:38.050
339,185,41949,12990,2018-10-03 04:19:03.170
340,101,14085,7868,2018-10-05 04:21:25.560
340,323,10433,11431,2018-01-13 15:09:17.430
340,18,506,13505,2018-03-21 02:45:53.330
340,185,42150,13957,2018-07-01 07:31:58.930
340,273,109001,13973,2018-01-26 22:16:17.490
341,185,54760,7477,2018-07-13 20:48:15.360
341,101,17221,8495,2018-09-30 03:18:28.290
341,18,4469,9735,2018-09-26 17:31:09.090
341,373,14206,11844,2018-02-10 02:21:17.740
341,273,132001,12372,2018-07-22 14:21:41.930
342,185,62949,8978,2018-08-30 16:57:07.750
342,274,10,10266,2018-08-26 23:54:00.410
342,373,22278,11263,2018-09-27 12:53:30.300
342,18,6775,11494,2018-11-17 07:32:38.990
342,101,21076,12669,2018-10-03 18:34:21.080
343,18,12684,8120,2018-02-19 13:03:57.020
343,274,4511,9348,2018-07-19 03:08:21.040
343,373,28538,10167,2018-12-09 09:03:54.800
343,101,27690,13209,2018-07-03 11:56:47.330
343,185,63150,13432,2018-08-01 02:17:51.140
344,274,6535,8455,2018-07-10 01:28:25.910
344,101,35085,9293,2018-02-27 09:19:00.590
344,185,76635,11166,2018-03-26 07:21:26.320
344,18,14260,12807,2018-02-04 23:33:25.870
345,101,42076,7891,2018-03-01 02:23:38.610
345,274,11178,8334,2018-06-10 17:46:18.380
345,185,84150,9847,2018-07-30 06:07:12.940
345,373,77206,10435,2018-05-24 15:21:58.570
345,18,17188,13267,2018-09-08 00:12:54.040
346,381,22621,8872,2018-11-28 23:59:33.570
346,185,101240,10718,2018-05-21 12:30:42.320
346,274,14252,11584,2018-05-11 17:21:21.210
346,101,52343,11889,2018-11-29 21:56:03.050
346,18,20844,14504,2018-10-17 07:43:52.100
347,101,63076,7883,2018-04-21 09:37:50.790
347,18,21506,8309,2018-06-18 01:37:15.440
347,274,18073,10202,2018-08-12 14:11:54.140
347,302,127171,11422,2018-03-06 01:28:29.580
347,185,105150,13697,2018-05-16 04:51:06.640
348,313,84924,7901,2018-12-21 11:12:51.950
348,274,21010,9515,2018-10-03 19:56:35.160
348,185,125949,12947,2018-05-12 20:20:46.990
348,18,27775,13007,2018-12-10 09:10:38.060
348,101,77085,13593,2018-03-19 15:36:29.060
349,424,432,7758,2018-12-03 11:01:51.910
349,274,27535,9253,2018-06-28 19:53:13.110
349,101,84076,11155,2018-09-04 22:12:10.050
349,185,126150,11829,2018-02-11 14:53:12.220
349,18,35260,11927,2018-01-29 06:14:34.400
350,101,101221,7771,2018-02-20 12:08:00.100
350,185,127150,9231,2018-11-08 10:12:49.620
350,18,41844,10756,2018-05-24 13:46:30.110
350,274,35252,11076,2018-01-24 21:35:41.380
350,374,1832,13393,2018-04-30 11:47:44.700
351,101,105076,8887,2018-03-18 10:36:51.830
351,185,128150,8890,2018-05-01 15:19:42.390
351,18,42506,12396,2018-05-02 04:35:31.420
351,274,42010,13485,2018-09-20 09:28:34.330
351,330,44910,14456,2018-04-13 13:47:35.730
352,350,17535,8363,2018-05-04 20:29:54.460
352,274,53178,8769,2018-06-22 19:08:25.230
352,18,54684,10780,2018-07-10 00:43:43.250
352,186,1645,12281,2018-12-21 12:43:17.820
352,101,126076,14230,2018-06-03 11:42:08.150
353,186,3965,9706,2018-12-07 14:48:37.550
353,101,127076,11700,2018-08-06 08:25:06.380
353,274,63010,11899,2018-03-21 19:13:39.480
353,423,10914,13160,2018-03-22 06:02:13.710
353,18,62844,14430,2018-05-11 03:22:08.540
354,424,77662,8051,2018-08-20 04:49:05.500
354,274,77252,11027,2018-04-24 16:19:38.680
354,186,8641,13096,2018-02-26 04:29:39.830
354,18,63506,13304,2018-02-08 17:24:18.580
354,101,128076,13843,2018-04-30 04:57:58.950
355,399,21999,8901,2018-04-28 08:28:56.100
355,312,45021,9365,2018-10-09 04:38:42.770
355,102,254,10436,2018-11-24 02:25:21.830
355,18,77260,10823,2018-09-30 11:08:50.070
355,186,12636,11366,2018-06-30 01:50:10.310
356,374,35715,7596,2018-10-09 13:22:08.180
356,274,102073,8425,2018-07-17 14:58:34.880
356,102,3238,10067,2018-07-28 21:57:29.790
356,186,16242,10844,2018-08-23 16:09:11.030
356,18,84506,12647,2018-11-28 15:05:16.740
357,335,126480,8307,2018-04-20 08:14:33.190
357,186,17656,8642,2018-11-19 03:28:00.120
357,102,7015,8895,2018-09-27 16:45:35.380
357,274,105010,11506,2018-08-09 05:06:21.740
357,18,101188,14414,2018-02-11 02:23:37.710
