actionFeedbackNumber,actionEmployeeNum,progressStartTime,progressFinishTime
1842,18,2018-10-22 12:25:42.420,2018-11-12 00:08:33.310
1843,20,,
1844,13,2018-01-25 21:29:40.240,
1845,25,2018-07-15 03:56:48.750,
1846,45,2019-11-08 04:21:18.160,2019-11-13 10:52:30.010
1847,22,2017-11-09 01:19:55.040,2017-11-12 20:19:28.180
1848,5,2017-05-30 19:29:19.360,2017-06-25 12:34:09.590
1849,36,2018-12-02 13:34:31.160,2018-12-21 07:43:37.720
1850,6,2017-12-03 14:00:00.010,2017-12-17 19:00:35.170
1851,6,2018-01-09 23:42:17.850,2018-01-14 16:20:10.840
1852,46,2019-07-06 10:15:32.950,2019-07-07 16:07:07.170
1853,36,2018-03-03 22:07:58.980,2018-03-09 11:09:37.880
1854,6,2017-09-19 09:36:56.650,2017-09-23 19:25:21.930
1855,40,2019-10-24 08:44:55.820,2019-11-15 23:48:55.880
1856,1,2017-10-02 18:34:42.020,
1857,27,2018-04-27 21:37:57.230,2018-05-15 23:07:31.530
1858,32,2018-07-06 05:37:14.440,2018-07-13 11:17:45.610
1859,42,2019-12-10 16:39:16.730,2019-12-21 22:15:45.790
1860,2,2019-03-09 07:33:10.900,2019-03-31 05:41:07.850
1861,46,2017-06-01 16:16:28.490,2017-07-18 19:25:48.690
1862,48,2017-04-20 22:56:16.870,
1863,3,2019-07-08 07:08:41.640,2019-07-14 00:42:57.050
1864,19,2018-03-09 01:12:59.080,2018-04-01 02:53:38.600
1865,2,2019-08-09 10:27:18.330,2019-09-26 03:45:53.360
1866,1,2018-08-07 23:39:45.570,2018-08-10 13:26:14.220
1867,27,2019-11-21 12:15:27.430,
1868,45,2019-09-30 06:54:36.970,2019-11-11 03:46:38.830
1869,37,2017-02-24 09:37:44.950,2017-04-01 21:14:48.910
1870,27,2018-06-29 10:35:36.190,2018-07-22 17:44:16.790
1871,6,2019-03-27 09:02:16.940,2019-04-03 07:31:33.510
1872,23,2017-09-06 15:49:22.940,2017-10-17 04:17:06.610
1873,10,2019-12-12 19:01:33.320,2019-12-18 20:28:19.130
1874,16,2018-05-14 14:26:18.840,2018-06-16 03:13:46.570
1875,16,2017-11-05 05:09:42.970,
1876,19,2019-08-09 11:16:02.180,2019-08-11 00:41:48.880
1877,38,2017-07-31 00:26:22.510,2017-09-09 02:59:05.660
1878,15,2018-04-13 00:40:24.230,2018-05-26 01:20:38.490
1879,1,2019-12-04 13:15:12.460,2019-12-11 09:34:14.350
1880,47,2017-02-21 18:56:24.390,2017-04-08 08:43:43.520
1881,3,2017-04-22 16:19:04.430,2017-05-18 08:22:54.720
1882,25,2017-12-24 00:41:09.670,2018-01-27 00:22:41.910
1883,16,2018-02-10 06:30:32.190,2018-03-09 04:22:45.370
1884,25,2017-08-31 00:09:21.900,2017-10-18 14:36:10.720
1885,38,2019-06-07 23:08:27.100,2019-06-30 14:22:33.660
1886,37,2017-08-08 14:30:39.650,
1887,30,2018-07-21 21:20:00.710,
1888,12,2018-05-09 02:22:41.820,2018-05-27 10:09:26.130
1889,7,2018-01-20 11:10:46.980,
1890,21,2019-06-05 17:53:28.510,2019-07-19 14:52:22.710
1891,24,2019-10-13 00:45:13.590,2019-11-25 21:54:17.190
1892,17,2017-06-12 01:05:22.250,2017-06-18 08:41:13.220
1893,1,2017-12-26 02:23:40.700,2017-12-26 14:50:55.360
1894,36,2017-01-31 04:45:19.430,2017-02-07 15:03:48.920
1895,15,2019-03-20 20:08:37.300,
1896,27,2019-07-07 18:19:32.190,2019-08-05 00:44:36.720
1897,15,2017-11-04 04:44:52.850,2017-12-19 04:32:36.560
1898,2,2018-12-10 17:04:14.980,
1899,12,2018-01-27 23:55:48.780,2018-02-12 15:03:27.460
1900,24,2017-07-04 06:50:23.580,2017-07-06 07:35:42.170
1901,19,2019-10-17 20:10:49.580,2019-11-29 16:52:23.010
1902,28,2018-11-05 18:49:24.950,
1903,19,2017-08-25 03:21:46.500,2017-10-03 22:50:10.810
1904,10,2017-09-07 14:33:59.190,2017-09-20 09:53:50.960
1905,1,2018-10-09 09:10:13.890,2018-10-28 21:35:43.830
1906,34,2018-10-09 20:11:58.980,2018-11-27 17:13:01.600
1907,36,2017-02-01 22:14:25.920,2017-03-12 09:25:33.590
1908,21,2019-05-30 12:06:52.310,2019-06-30 09:32:12.730
1909,40,2017-03-11 16:19:41.710,2017-04-21 07:38:41.210
1910,21,2019-06-19 09:55:52.050,2019-07-16 18:19:08.170
1911,14,2019-07-18 07:55:01.440,2019-08-14 18:57:47.550
1912,13,2018-05-11 19:34:42.620,2018-06-03 16:01:32.830
1913,32,2017-05-25 01:18:08.750,
1914,46,2017-04-20 19:00:58.690,
1915,50,2017-07-07 11:08:42.790,
1916,22,2018-07-02 17:28:21.470,2018-08-18 22:19:34.180
1917,33,2017-03-13 20:21:47.460,2017-04-30 17:09:38.320
1918,28,2017-05-22 15:57:26.330,2017-07-09 17:17:26.410
1919,31,2019-08-05 12:49:06.520,2019-08-10 20:30:57.150
1920,15,2018-11-12 03:56:21.400,
1921,22,2017-01-17 08:38:09.530,
1922,16,2017-07-06 03:11:09.710,2017-08-17 02:53:56.550
1923,39,2018-02-13 09:52:42.710,2018-02-14 11:01:58.230
1924,16,2017-11-14 06:51:24.770,
1925,4,2017-05-13 11:11:16.670,2017-05-29 19:27:02.350
1926,39,2018-01-30 01:33:51.930,
1927,23,2017-02-10 16:41:24.020,2017-03-08 04:06:59.510
1928,25,2017-07-14 15:01:12.340,2017-08-21 07:31:33.830
1929,1,2019-11-30 18:52:46.590,2019-12-26 18:27:47.010
1930,40,2019-02-10 02:11:56.870,
1931,5,2019-11-05 20:18:20.860,2019-11-18 10:39:35.080
1932,36,2019-08-28 13:30:07.370,2019-10-10 15:10:45.870
1933,3,2018-10-19 05:32:23.270,2018-11-21 23:24:44.660
1934,28,2018-12-24 02:14:19.970,2019-01-12 12:09:15.040
1935,29,2019-11-11 21:25:04.200,2019-12-04 13:20:17.530
1936,26,2019-08-18 18:18:12.000,
1937,7,2018-09-22 04:36:27.410,
1938,7,2017-12-16 10:56:36.530,
1939,24,2019-09-05 01:43:59.330,2019-09-18 16:24:01.120
1940,5,2019-12-15 08:35:24.170,2020-01-27 17:19:33.980
1941,1,2017-04-29 10:40:34.020,
1942,9,2019-08-29 21:29:25.340,2019-10-03 00:54:45.300
1943,22,2017-04-08 12:18:31.780,2017-05-02 23:28:01.420
1944,36,2018-11-14 02:13:29.490,2018-11-20 10:39:04.440
1945,8,2018-01-26 10:51:02.320,2018-02-26 13:33:18.350
1946,11,2019-10-30 10:15:02.920,2019-11-12 17:59:13.710
1947,36,2017-12-11 09:58:35.390,2018-01-12 20:23:36.430
1948,5,2019-11-25 18:36:37.660,
1949,36,2017-08-18 20:53:26.830,
1950,44,2019-02-09 07:54:10.450,2019-02-13 03:07:02.790
1951,44,2018-04-17 16:40:58.300,2018-05-10 16:22:54.720
1952,37,2019-11-02 22:48:08.650,
1953,22,2019-03-07 00:15:36.050,2019-04-24 01:57:45.470
1954,48,2017-08-18 22:49:25.580,2017-09-14 09:09:01.070
1955,2,2018-01-09 11:45:03.860,2018-01-16 13:23:49.060
1956,3,2018-05-25 02:46:13.060,2018-05-30 06:45:46.830
1957,39,2019-04-02 09:52:02.250,2019-05-11 11:35:40.520
1958,3,2017-06-02 05:09:04.100,
1959,6,2018-02-20 02:15:27.520,2018-03-06 09:18:54.160
1960,13,2018-07-11 07:25:01.700,2018-08-13 20:12:08.700
1961,12,2019-07-10 00:27:51.980,2019-07-14 04:41:47.730
1962,11,2017-04-09 20:17:36.210,2017-04-21 17:53:44.870
1963,21,2018-12-25 15:57:54.870,2018-12-25 18:03:42.400
1964,1,2017-04-15 10:27:17.710,2017-05-09 10:40:55.780
1965,17,2019-03-29 05:34:04.960,
1966,28,2017-07-13 15:52:13.820,
1967,10,2019-11-29 22:57:35.250,2019-12-22 17:15:04.380
1968,4,2017-12-25 05:44:48.850,2018-02-09 15:25:05.060
1969,18,2018-08-30 02:10:35.520,2018-10-07 09:26:41.400
1970,24,,
1971,16,2018-04-11 10:57:54.210,2018-04-26 06:44:32.770
1972,27,2017-07-23 16:16:59.270,2017-08-02 17:44:56.170
1973,5,2017-08-14 07:56:04.220,2017-09-21 22:01:32.180
1974,27,2017-08-26 13:24:50.030,
1975,14,2017-01-30 01:53:51.980,2017-01-30 03:45:12.910
1976,13,2018-11-09 10:48:40.000,2018-12-08 06:24:13.070
1977,45,2017-05-21 06:59:51.370,
1978,3,2019-02-22 07:25:57.490,2019-04-13 01:55:27.810
1979,9,2019-05-28 07:18:25.750,2019-07-11 11:37:23.750
1980,43,2017-11-01 19:57:41.730,2017-12-21 03:47:24.100
1981,4,2019-11-02 01:05:57.490,2019-11-03 06:43:44.060
1982,18,2019-06-01 08:05:52.870,2019-07-01 15:42:29.330
1983,40,2018-06-29 18:42:54.700,2018-07-21 09:04:19.160
1984,8,2017-06-24 00:23:26.890,2017-06-25 16:49:10.900
1985,46,2018-06-11 18:37:16.360,
1986,18,2017-03-15 22:47:55.360,2017-03-31 18:54:16.370
1987,15,2019-09-29 23:26:54.010,2019-11-11 13:46:10.410
1988,6,2017-11-24 09:58:48.110,2017-12-30 15:51:52.040
1989,26,2017-06-09 20:42:09.610,2017-06-30 03:20:00.060
1990,27,2019-03-14 04:57:44.990,2019-04-20 12:14:05.400
1991,37,2017-04-11 19:49:52.000,2017-05-01 12:11:06.750
1992,4,2018-09-28 05:42:44.370,2018-11-04 22:18:28.070
1993,1,2018-12-13 20:04:27.130,2018-12-17 01:21:33.710
1994,12,2017-04-25 10:52:07.410,2017-05-18 01:29:24.540
1995,43,2018-03-24 13:39:25.540,2018-05-06 16:45:03.310
1996,40,2019-11-29 06:26:29.420,2020-01-04 12:09:11.770
1997,39,2019-09-19 00:34:39.750,2019-09-25 04:59:09.400
1998,21,2019-04-17 03:29:51.200,2019-05-21 11:31:09.100
1999,20,2018-03-17 16:56:26.790,
2000,31,2018-01-06 12:46:13.750,2018-01-07 19:17:18.820
2001,1,2017-10-21 15:57:53.920,2017-11-29 07:17:40.780
2002,32,2017-03-28 05:40:25.440,
2003,38,2017-02-11 19:49:04.190,2017-03-26 20:37:48.850
2004,13,2019-08-14 08:52:03.680,2019-08-23 02:11:16.080
2005,29,2018-07-09 07:40:30.060,2018-07-26 07:04:32.500
2006,18,2018-07-25 12:06:44.280,2018-08-25 00:16:38.270
2007,33,2017-09-14 04:36:20.070,
2008,45,2017-11-24 21:51:22.230,
2009,34,2017-09-03 03:59:48.560,2017-09-27 14:13:37.370
2010,40,2019-09-02 16:25:35.570,2019-10-12 00:37:41.010
2011,8,2019-09-11 07:19:58.360,2019-10-25 14:08:37.640
2012,37,2017-09-03 00:09:48.110,2017-09-12 00:43:44.490
2013,45,2017-05-21 16:57:08.880,2017-06-16 11:33:55.820
2014,13,2018-08-04 14:05:12.640,2018-09-14 18:02:21.330
2015,10,2019-07-26 08:32:45.750,2019-09-14 08:08:07.330
2016,44,2017-10-02 17:05:39.850,2017-10-03 12:44:46.820
2017,22,2018-09-30 22:50:06.240,
2018,13,2017-12-28 05:11:41.490,2018-02-13 09:34:42.770
2019,5,2019-07-18 06:00:15.540,2019-07-31 07:09:20.210
2020,49,2018-01-09 19:41:50.850,
2021,13,2018-06-11 09:45:10.450,2018-07-10 01:34:57.300
2022,5,2017-05-12 10:46:18.920,2017-06-12 01:23:25.650
2023,28,2018-09-17 19:36:33.950,2018-10-07 02:55:56.920
2024,41,2019-06-23 15:59:45.450,2019-07-21 20:12:35.450
2025,38,2017-12-22 12:22:05.520,2018-02-05 00:43:05.060
2026,12,2017-04-09 23:28:12.720,
2027,26,2019-10-22 21:49:49.090,2019-11-26 02:34:47.490
2028,44,2018-01-02 08:40:30.280,
2029,34,2018-11-05 07:17:06.850,2018-12-12 09:13:03.190
2030,25,2017-11-22 14:39:36.540,2017-12-29 02:43:43.340
2031,24,2019-02-18 16:32:45.830,2019-02-28 07:23:18.880
2032,24,2019-01-25 16:53:53.270,2019-03-13 12:22:15.580
2033,33,2017-04-15 09:17:11.290,2017-05-16 06:00:58.450
2034,28,2019-01-01 02:00:17.610,2019-01-17 06:14:04.090
2035,42,2018-11-03 20:38:39.480,
2036,22,2019-10-18 04:33:17.720,2019-11-20 20:10:50.740
2037,31,2018-01-31 13:42:31.030,2018-02-06 22:36:03.830
2038,28,2017-02-03 12:41:52.500,2017-03-11 17:20:02.010
2039,30,2017-10-13 14:47:52.440,
2040,28,2018-05-23 09:49:33.510,2018-06-12 21:48:13.220
2041,35,2019-04-27 06:38:16.170,2019-05-09 20:04:05.650
2042,20,2017-06-18 18:35:56.560,2017-07-31 17:48:49.060
2043,23,2019-09-29 05:27:16.880,2019-11-13 04:27:55.860
2044,37,2018-11-23 22:45:39.030,2019-01-02 16:26:45.930
2045,19,2018-07-30 05:36:38.730,2018-09-01 17:37:49.460
2046,1,2018-11-12 00:09:18.590,2018-11-14 16:02:36.020
2047,10,2017-10-17 16:03:00.290,2017-10-25 07:53:25.110
2048,38,2017-08-21 16:26:59.400,2017-09-23 03:51:14.020
2049,2,2018-05-10 13:34:27.010,2018-05-13 10:54:23.570
2050,49,2018-04-28 02:13:28.080,2018-06-09 16:13:50.360
2051,19,2019-07-01 22:31:55.170,2019-07-11 10:48:03.040
2052,27,2018-10-15 01:18:51.450,
2053,17,2018-07-03 19:07:14.800,2018-07-08 08:24:14.160
2054,22,2019-06-01 19:29:31.230,
2055,18,2017-10-28 00:33:33.330,2017-12-07 12:41:46.490
2056,47,2018-12-12 06:25:19.130,2019-01-10 15:47:05.080
2057,4,2017-08-16 07:22:32.430,2017-09-10 14:17:44.000
2058,47,2018-12-22 23:59:49.520,2019-01-02 16:46:57.440
2059,25,2018-04-04 21:56:55.600,2018-04-29 22:26:34.580
2060,17,2019-10-29 17:14:46.170,2019-11-01 09:42:56.930
2061,42,2019-04-22 04:19:38.160,2019-05-25 17:35:12.100
2062,40,2019-01-26 11:27:36.000,2019-03-05 22:16:10.750
2063,12,2018-11-29 07:26:43.690,2018-12-27 16:19:28.030
2064,10,2018-08-25 17:51:28.520,
2065,16,2019-12-02 19:07:02.640,2019-12-09 21:48:53.830
2066,35,2019-08-11 12:47:47.300,2019-09-13 12:10:08.970
2067,5,2017-08-31 22:46:52.840,2017-09-11 02:57:50.400
2068,17,2018-01-29 23:42:26.280,2018-03-12 23:24:47.750
2069,22,2019-09-29 19:14:38.270,2019-10-27 14:01:08.290
2070,39,2019-12-02 00:00:12.450,2019-12-07 07:05:00.300
2071,14,2017-07-09 19:11:16.870,2017-08-18 00:54:10.270
2072,45,2018-10-30 23:59:21.800,2018-11-24 03:37:53.240
2073,34,2018-09-04 00:42:05.450,2018-09-04 14:23:21.040
2074,28,2018-04-05 22:57:50.090,
2075,14,2017-06-28 04:18:17.160,2017-07-26 19:09:54.200
2076,43,2017-01-15 10:42:50.990,2017-01-19 07:56:10.900
2077,32,2018-02-16 14:33:03.380,2018-02-28 15:44:55.430
2078,42,2018-04-08 08:23:30.110,2018-05-16 17:24:58.350
2079,23,2018-06-15 11:45:49.900,2018-07-12 02:17:20.520
2080,38,2019-08-18 10:45:12.120,2019-09-17 15:01:43.170
2081,1,2017-06-07 22:15:15.910,2017-07-05 21:46:19.860
2082,39,2018-04-04 23:01:06.990,2018-05-04 04:15:09.620
2083,42,2019-02-04 01:21:50.530,
2084,35,2018-09-12 21:33:50.780,2018-10-19 06:10:13.950
2085,6,2019-05-25 13:07:09.270,2019-05-30 18:34:41.590
2086,48,2019-07-04 14:34:06.390,
2087,8,2017-06-30 01:55:27.230,2017-07-19 00:17:06.750
2088,12,2018-09-18 18:02:17.910,2018-09-21 05:16:39.300
2089,11,2018-04-20 16:39:28.280,2018-05-17 11:03:09.360
2090,46,2017-06-28 10:38:46.810,2017-07-14 21:15:05.000
2091,18,2018-06-23 05:34:57.460,
2092,34,2019-01-15 20:43:49.720,2019-02-25 05:36:53.080
2093,3,2019-09-19 15:08:43.150,
2094,13,2018-02-11 23:27:30.200,2018-03-07 03:25:30.900
2095,36,2018-05-09 10:50:56.940,2018-05-18 00:10:24.590
2096,46,2017-08-24 11:37:12.190,2017-09-17 00:38:07.160
2097,9,2019-12-07 08:28:45.120,2020-01-16 08:12:48.990
2098,14,2018-02-03 01:53:46.160,2018-03-16 17:48:27.610
2099,21,2019-11-20 01:27:06.060,2019-12-15 19:57:54.790
2100,34,2019-06-09 23:24:08.890,2019-07-08 16:05:50.410
2101,46,2019-10-24 18:50:12.000,
2102,44,2017-01-17 12:05:25.320,2017-02-16 09:52:26.020
2103,17,2017-05-15 04:59:06.230,2017-06-21 06:28:46.050
2104,14,2017-02-07 08:07:06.840,2017-02-13 10:43:13.170
2105,36,2017-10-03 12:34:37.870,2017-10-07 20:42:21.120
2106,24,2017-08-02 22:38:38.880,2017-08-15 03:45:24.450
2107,43,2017-04-21 10:27:50.780,2017-06-07 06:37:33.560
2108,40,2018-07-30 00:17:00.340,2018-09-11 06:07:50.570
2109,8,2018-07-07 02:04:41.410,2018-07-19 20:12:50.070
2110,26,2019-10-22 19:12:26.400,2019-11-30 00:01:56.500
2111,16,2017-06-09 02:50:25.880,2017-06-19 19:23:29.440
2112,13,2019-03-19 11:26:47.990,
2113,24,2019-12-05 10:24:37.200,2020-01-06 10:31:00.110
2114,38,2018-05-06 02:10:23.700,2018-05-21 17:10:57.470
2115,15,2018-11-11 22:24:47.850,2018-12-19 09:48:43.210
2116,4,2019-08-29 18:03:23.730,
2117,49,2019-10-05 15:05:36.750,2019-11-02 02:57:32.830
2118,27,2019-09-19 05:09:48.980,2019-10-16 09:06:06.890
2119,4,2017-07-27 03:46:18.280,2017-08-20 17:10:52.350
2120,19,2017-02-06 12:45:12.160,2017-03-22 14:52:39.260
2121,27,2017-01-18 06:13:39.280,2017-01-31 22:10:32.690
2122,43,2017-01-16 11:44:11.340,2017-03-02 18:01:57.040
2123,6,2017-04-07 03:17:43.580,
2124,27,2018-05-19 05:42:33.900,
2125,21,2018-12-25 04:20:47.900,2018-12-30 02:51:50.970
2126,31,2017-03-01 07:56:03.530,2017-04-19 16:13:12.410
2127,43,2019-06-15 06:15:57.070,2019-06-18 17:37:00.030
2128,22,2017-04-24 01:17:57.030,2017-06-08 12:47:40.530
2129,42,2018-08-26 12:23:42.220,2018-09-20 17:14:28.210
2130,19,2018-05-28 10:16:08.910,2018-06-22 08:50:47.420
2131,34,,
2132,19,2017-07-31 20:40:10.340,2017-08-01 14:46:51.810
2133,21,2019-03-24 11:13:26.650,2019-05-06 05:34:41.730
2134,39,2018-01-03 00:28:43.010,2018-02-01 00:28:37.300
2135,42,2019-03-13 10:57:30.480,2019-04-14 05:54:36.200
2136,9,2017-06-09 11:17:11.970,2017-06-16 02:21:53.640
2137,23,2017-10-02 23:56:18.830,2017-10-17 10:36:26.080
2138,29,2017-04-27 18:06:57.040,2017-06-12 20:09:09.960
2139,50,2017-09-17 15:47:02.890,2017-10-26 15:48:54.910
2140,32,2017-11-23 07:40:21.640,2017-12-26 06:47:19.440
2141,5,2017-10-09 10:25:51.760,
2142,19,2018-12-27 10:17:04.300,2019-01-27 10:59:34.180
2143,4,2018-10-04 09:35:48.850,2018-11-08 05:03:51.640
2144,36,2018-10-26 10:13:26.690,2018-12-12 05:10:46.770
2145,31,2017-08-12 01:38:11.590,2017-08-31 09:36:16.940
2146,5,2019-10-25 01:09:04.610,2019-11-28 16:25:28.250
2147,10,2018-05-16 17:59:53.630,2018-06-30 17:09:56.160
2148,15,2017-01-18 03:51:12.090,
2149,48,2019-06-06 20:41:28.090,2019-07-03 02:43:31.490
2150,33,2019-03-09 20:34:37.180,2019-04-20 03:17:18.150
2151,48,2017-06-24 06:17:41.120,2017-07-12 10:50:13.440
2152,33,2018-03-05 03:18:23.170,2018-03-29 07:03:43.850
2153,11,2018-08-05 02:37:44.230,2018-08-08 11:41:37.850
2154,3,2017-05-17 03:32:27.680,
2155,7,2017-07-05 02:18:46.870,2017-07-12 21:00:25.350
2156,3,2018-05-29 21:19:11.790,2018-06-23 20:51:35.100
2157,38,2018-04-06 09:56:02.450,2018-04-07 23:50:25.060
2158,41,2018-06-12 08:51:41.560,2018-07-18 03:33:07.090
2159,43,2019-10-12 14:24:49.320,
2160,6,2018-11-28 07:16:10.140,2019-01-03 14:46:52.200
2161,32,2017-03-06 20:34:05.640,
2162,22,2019-05-14 17:18:24.810,2019-06-17 23:08:24.350
2163,48,2019-07-15 22:46:23.000,2019-08-19 21:55:41.370
2164,40,2019-07-01 22:29:01.640,2019-07-03 05:34:00.030
2165,42,2017-12-12 18:11:25.470,2017-12-23 16:33:57.910
2166,47,2019-02-04 06:41:05.280,
2167,43,2019-11-10 16:51:05.880,
2168,35,2019-06-12 10:14:03.170,2019-06-22 06:03:34.490
2169,47,2019-07-31 18:05:04.840,2019-08-29 01:07:39.470
2170,6,2017-12-13 18:01:27.290,
2171,32,2018-02-06 03:41:09.020,2018-03-02 13:51:04.440
2172,21,2018-04-01 00:44:56.430,2018-05-05 09:01:06.660
2173,27,2019-08-22 15:10:02.650,
2174,22,2017-09-27 20:41:08.660,2017-10-31 06:15:47.810
2175,14,2019-01-11 15:54:25.270,
2176,9,2018-09-21 15:41:05.460,2018-11-07 14:10:17.420
2177,40,2017-03-05 13:43:50.930,2017-04-01 18:22:27.950
2178,21,2019-04-27 21:26:53.570,
2179,46,2019-07-03 20:56:48.350,2019-08-01 12:24:09.740
2180,17,2019-03-04 16:07:49.930,2019-03-06 18:45:22.080
2181,21,2018-05-30 17:16:08.820,2018-07-17 14:24:33.550
2182,28,2017-08-23 02:24:34.400,2017-09-12 17:09:41.170
2183,24,2017-04-17 15:50:23.160,2017-04-26 00:35:37.460
2184,9,2019-05-29 18:22:59.200,
2185,22,2019-06-16 05:17:31.350,
2186,2,2018-06-09 06:02:50.310,2018-07-28 01:15:26.100
2187,9,2019-04-20 06:13:51.100,2019-05-27 07:28:51.460
2188,18,2017-03-17 14:13:36.500,2017-04-24 18:48:01.080
2189,33,2018-12-29 04:33:51.080,2019-02-05 05:48:25.270
2190,39,2019-02-24 14:55:00.780,2019-03-31 02:32:27.690
2191,22,2019-02-25 18:07:43.910,2019-04-08 19:37:23.100
2192,32,2019-04-25 05:03:27.240,2019-05-01 08:58:13.130
2193,36,2017-05-21 04:55:33.220,2017-06-11 01:45:27.440
2194,45,2019-09-19 13:33:37.510,2019-10-23 18:29:34.920
2195,1,2017-12-16 06:35:29.870,2018-01-12 06:27:31.620
2196,34,2018-03-20 03:21:55.890,
2197,21,2017-03-13 03:26:32.850,2017-04-21 16:41:17.430
2198,15,2017-06-29 16:56:58.920,2017-08-18 09:03:22.080
2199,44,2018-08-01 20:52:33.460,2018-08-29 09:37:43.410
2200,34,2017-03-02 16:23:24.190,2017-04-12 11:59:00.860
2201,13,2019-01-02 00:46:53.350,2019-01-22 14:48:12.050
2202,26,2017-09-08 19:32:51.000,
2203,18,2018-09-06 10:27:55.970,2018-10-23 14:11:57.040
2204,43,2017-08-15 22:04:16.970,
2205,1,2019-11-20 01:38:35.480,2019-11-20 16:50:21.130
2206,28,2019-03-01 09:50:56.090,2019-04-12 12:13:13.080
2207,7,2018-05-25 01:28:10.150,2018-06-06 07:40:51.170
2208,39,2017-10-27 05:03:39.670,2017-12-07 00:52:20.860
2209,40,2018-11-26 03:51:46.830,
2210,49,2017-05-19 07:57:41.440,
2211,14,2017-03-31 09:15:04.560,2017-05-02 19:59:26.410
2212,17,2018-05-06 05:36:20.820,2018-06-09 12:34:18.800
2213,45,2018-09-04 12:56:24.150,2018-09-21 03:57:57.280
2214,27,2017-03-19 07:01:17.800,
2215,36,2018-05-20 18:22:08.670,2018-05-28 16:35:05.790
2216,4,2017-07-17 15:23:52.470,2017-08-05 22:10:24.180
2217,49,2017-07-25 03:14:04.850,
2218,40,2018-08-21 02:46:05.320,
2219,18,2019-02-01 13:14:18.230,2019-02-02 00:18:13.420
2220,41,2017-03-09 19:24:01.280,2017-03-30 18:07:24.000
2221,39,2018-03-23 01:28:32.520,2018-05-02 18:59:10.530
2222,25,2017-12-16 11:33:51.130,2018-02-01 00:02:18.250
2223,3,2018-06-26 14:26:53.130,2018-07-07 02:52:57.640
2224,9,2017-11-18 12:08:00.310,
2225,34,2017-04-03 12:52:12.560,
2226,50,2018-09-15 02:47:39.090,2018-10-06 12:05:04.900
2227,35,2019-11-25 09:11:37.270,2019-11-25 17:42:55.360
2228,32,2019-03-09 22:27:18.200,
2229,22,2019-12-03 03:00:00.160,
2230,30,2019-04-21 13:07:49.160,2019-06-04 22:42:10.430
2231,39,2017-05-26 19:39:36.600,2017-07-13 20:56:31.220
2232,25,2017-10-22 15:04:43.020,2017-12-04 04:54:12.350
2233,27,2017-12-01 15:33:28.230,2017-12-08 04:00:36.440
2234,13,2017-09-30 06:16:33.740,2017-11-06 09:23:02.380
2235,4,2019-03-02 07:52:22.230,2019-03-13 03:49:12.990
2236,45,2017-09-05 07:15:26.780,2017-09-26 20:38:05.590
2237,11,2018-01-03 21:42:13.530,
2238,31,2017-02-01 10:07:04.090,2017-03-15 22:45:07.370
2239,8,2017-04-17 16:47:42.680,2017-04-26 23:28:17.160
2240,45,2017-07-20 09:14:46.670,2017-08-11 12:16:59.070
2241,45,2019-11-23 11:48:33.250,2019-11-26 20:10:53.360
2242,20,2018-03-23 12:40:05.020,2018-03-31 15:10:55.940
2243,29,2017-02-01 00:33:24.440,2017-03-10 15:50:41.240
2244,34,2017-12-20 16:15:42.000,2018-02-07 16:14:13.270
2245,25,2017-07-14 03:53:55.000,2017-08-12 16:52:50.090
2246,6,2019-02-11 16:31:06.370,
2247,38,2019-02-07 00:02:34.480,2019-03-08 16:35:25.750
2248,9,2017-08-28 03:18:29.370,2017-09-25 13:28:38.670
2249,10,2017-07-09 02:09:19.220,2017-08-06 19:01:08.830
2250,47,2019-01-23 02:38:36.090,2019-01-29 05:03:08.320
2251,36,2018-01-21 16:20:13.140,2018-03-12 00:21:50.280
2252,32,2018-01-02 12:04:44.180,
2253,47,2019-12-08 22:08:53.980,2020-01-09 17:07:22.950
2254,4,2017-06-20 16:43:24.050,
2255,45,2017-04-16 15:48:34.150,
2256,38,2018-12-14 23:46:28.250,2019-01-02 07:14:15.030
2257,23,2019-11-17 04:21:46.900,
2258,9,2019-06-10 23:04:21.620,2019-07-07 06:47:51.120
2259,9,2019-03-12 14:41:45.090,2019-03-16 17:32:20.420
2260,1,2019-12-03 19:05:07.150,
2261,43,2018-01-19 06:04:40.820,2018-02-06 22:22:32.780
2262,25,2019-04-01 07:57:11.930,2019-04-08 06:58:19.600
2263,18,2018-11-13 04:42:11.260,2018-12-31 01:46:26.040
2264,10,2019-11-18 10:07:05.600,2019-12-29 06:54:25.220
2265,11,2018-04-02 22:39:26.960,2018-05-05 23:25:39.420
2266,39,2019-11-24 19:55:13.910,2019-12-19 15:04:16.520
2267,40,2019-08-20 01:30:21.960,2019-09-13 06:40:54.100
2268,32,2019-04-11 04:58:43.740,
2269,23,2018-03-07 03:25:39.900,
2270,41,2019-06-16 16:56:39.560,2019-07-25 12:04:15.000
2271,44,2019-07-10 02:55:41.220,2019-07-23 23:23:45.570
2272,18,2018-03-29 21:19:04.510,
2273,32,2018-01-18 14:08:31.220,2018-02-07 09:59:47.950
2274,24,2017-01-19 06:19:44.520,2017-02-09 19:17:55.400
2275,46,2018-03-19 03:55:01.700,
2276,20,2018-05-03 01:41:23.880,2018-05-12 14:09:41.610
2277,47,2018-02-15 11:53:03.250,2018-03-08 21:19:22.110
2278,19,2018-02-20 04:11:41.090,
2279,35,2018-04-23 11:31:17.510,2018-04-30 11:14:21.820
