recordInventoryEntryNumber,recordEmployeeNum,entryRecordTimestamp
7953,14,2018-10-07 07:16:45.300
7954,28,2018-11-15 04:25:43.250
7955,38,2018-03-21 01:14:01.950
7956,40,2017-03-22 04:24:31.060
7957,1,2017-07-07 20:50:24.830
7958,30,2019-08-17 18:28:20.550
7959,18,2019-07-08 20:35:18.930
7960,38,2018-03-19 20:45:23.760
7961,27,2018-10-25 23:25:13.280
7962,42,2018-03-29 17:26:26.320
7963,41,2019-11-07 14:05:27.990
7964,34,2018-09-25 12:15:51.290
7965,50,2019-07-10 03:42:41.820
7966,13,2017-06-10 05:25:11.070
7967,38,2017-07-20 19:56:57.050
7968,18,2017-08-10 13:40:42.800
7969,21,2019-08-14 12:27:45.770
7970,15,2019-09-22 02:27:50.550
7971,18,2019-09-16 01:12:04.860
7972,42,2018-01-06 10:58:32.140
7973,12,2017-11-08 05:22:11.760
7974,36,2018-05-25 13:37:43.480
7975,25,2017-09-15 23:17:01.420
7976,20,2018-05-16 02:21:16.300
7977,23,2017-06-04 16:06:00.480
7978,16,2018-05-06 12:44:54.280
7979,36,2018-09-17 09:21:09.420
7980,43,2017-04-11 13:57:39.540
7981,37,2017-06-03 22:20:09.210
7982,47,2017-09-15 16:18:33.440
7983,38,2019-12-23 07:49:23.550
7984,47,2018-08-16 13:34:48.270
7985,33,2018-01-10 00:35:55.220
7986,16,2017-12-15 10:19:11.610
7987,7,2019-01-30 19:33:18.570
7988,27,2018-11-19 03:18:57.850
7989,17,2019-08-25 06:58:08.980
7990,27,2019-03-02 08:25:57.810
7991,44,2017-07-14 10:16:54.970
7992,31,2019-06-13 13:21:57.910
7993,47,2019-04-15 10:29:32.150
7994,33,2017-07-11 06:31:07.950
7995,19,2019-09-02 22:25:38.780
7996,31,2019-02-10 22:07:15.490
7997,40,2017-03-31 21:29:27.430
7998,36,2017-08-27 23:40:19.970
7999,2,2017-05-27 10:55:34.250
8000,50,2019-12-22 01:43:55.450
8001,44,2019-02-11 07:04:01.940
8002,27,2017-02-01 19:08:25.640
8003,18,2018-09-23 16:45:58.120
8004,31,2019-05-04 17:32:15.990
8005,35,2018-06-15 03:02:48.630
8006,24,2019-08-08 20:16:59.550
8007,31,2019-05-18 09:31:43.870
8008,29,2018-05-29 04:37:47.370
8009,4,2019-02-23 15:06:37.140
8010,18,2017-01-15 10:37:55.000
8011,17,2019-04-01 01:38:10.560
8012,35,2017-06-24 06:26:48.430
8013,44,2019-04-02 09:13:11.470
8014,25,2017-10-20 18:42:05.740
8015,1,2019-07-12 15:17:16.920
8016,31,2017-10-12 12:54:12.750
8017,4,2017-02-05 06:50:13.310
8018,45,2017-10-14 11:31:41.720
8019,2,2018-01-13 08:53:21.310
8020,35,2019-09-09 16:16:51.950
8021,7,2017-03-31 01:04:13.570
8022,11,2017-03-06 07:45:05.180
8023,2,2018-12-13 22:28:03.570
8024,44,2017-05-04 11:12:12.320
8025,22,2019-02-02 08:54:09.640
8026,37,2019-02-04 01:26:22.170
8027,45,2019-02-26 13:50:58.100
8028,30,2017-10-03 10:20:26.340
8029,18,2017-07-29 13:20:05.430
8030,44,2017-08-23 04:52:12.090
8031,30,2017-03-13 08:06:30.710
8032,37,2017-01-14 12:14:41.750
8033,14,2018-03-11 01:49:50.750
8034,37,2019-04-27 04:23:54.210
8035,49,2017-02-09 02:04:05.110
8036,11,2018-07-18 17:05:54.530
8037,29,2018-08-08 10:12:05.050
8038,7,2017-02-12 20:50:30.910
8039,12,2018-12-04 17:08:10.760
8040,9,2017-04-06 21:42:33.180
8041,35,2018-04-04 15:28:59.750
8042,29,2019-05-10 17:23:04.050
8043,24,2017-05-17 01:56:54.840
8044,49,2019-06-13 04:09:46.960
8045,11,2018-09-29 08:01:26.100
8046,9,2018-08-06 11:46:59.460
8047,37,2018-04-23 01:53:53.190
8048,22,2018-06-21 02:24:30.800
8049,32,2019-05-13 14:39:14.370
8050,39,2019-08-17 17:41:39.920
8051,27,2019-08-31 18:24:30.230
8052,46,2017-09-08 15:08:19.620
8053,35,2018-05-04 20:40:10.640
8054,18,2018-03-09 07:36:41.260
8055,43,2018-09-26 09:23:19.020
8056,34,2019-03-11 08:38:27.000
8057,25,2019-12-14 05:31:33.580
8058,25,2019-05-01 03:55:47.920
8059,10,2019-09-02 08:08:48.140
8060,48,2019-06-05 14:34:42.090
8061,30,2019-08-28 06:56:53.980
8062,2,2019-10-26 13:20:00.830
8063,11,2017-02-27 00:38:31.510
8064,10,2018-05-14 15:32:51.550
8065,39,2019-08-10 22:48:48.150
8066,31,2018-10-12 08:14:10.220
8067,22,2019-09-25 15:12:38.460
8068,8,2017-05-07 21:30:10.800
8069,26,2017-04-22 17:59:46.060
8070,41,2018-06-13 22:29:38.760
8071,3,2017-09-07 07:49:28.410
8072,48,2017-02-02 20:34:59.060
8073,33,2018-12-15 03:06:33.760
8074,44,2019-04-18 08:57:31.180
8075,1,2019-01-25 22:50:13.270
8076,29,2019-11-16 13:55:28.820
8077,37,2018-12-24 06:39:52.300
8078,4,2018-08-07 04:24:21.310
8079,34,2017-04-02 14:03:55.730
8080,13,2018-04-05 04:55:18.920
8081,50,2017-03-07 20:51:07.760
8082,23,2019-11-26 00:05:23.750
8083,48,2019-02-18 18:40:12.330
8084,30,2017-01-20 12:11:20.930
8085,18,2019-02-25 06:17:55.330
8086,34,2017-09-20 18:01:41.620
8087,3,2018-09-29 14:17:10.020
8088,46,2017-04-02 12:46:43.050
8089,44,2018-06-01 11:56:48.300
8090,16,2018-09-20 11:53:30.510
8091,36,2018-09-16 08:24:35.050
8092,5,2017-08-23 20:43:07.870
8093,48,2018-06-06 18:59:02.550
8094,14,2019-07-03 08:34:51.900
8095,30,2019-09-22 18:06:50.360
8096,33,2019-10-08 00:11:01.720
8097,18,2017-04-12 21:57:35.410
8098,15,2018-05-14 21:01:51.720
8099,10,2019-11-29 03:48:38.060
8100,30,2018-06-23 09:36:02.500
8101,38,2018-07-05 08:44:38.040
8102,30,2017-09-08 19:02:38.330
8103,47,2019-11-22 19:24:13.460
8104,42,2017-07-20 14:37:00.620
8105,36,2018-01-16 04:10:07.790
8106,30,2017-11-13 15:08:40.370
8107,13,2017-02-21 00:12:34.780
8108,42,2019-08-30 01:12:02.180
8109,18,2017-03-05 21:12:57.710
8110,15,2019-04-13 20:47:49.400
8111,47,2019-04-15 18:53:42.360
8112,22,2017-04-19 00:42:47.140
8113,41,2018-05-10 07:23:49.870
8114,47,2018-05-15 08:23:51.180
8115,48,2018-05-03 09:22:21.770
8116,7,2018-12-14 19:44:49.430
8117,4,2018-12-28 04:19:58.880
8118,32,2017-08-07 18:17:35.280
8119,43,2019-01-14 02:09:44.190
8120,5,2019-12-05 06:36:22.550
8121,28,2017-07-19 11:12:50.840
8122,26,2019-04-24 00:12:25.340
8123,14,2017-08-02 07:09:15.260
8124,10,2018-11-21 08:16:05.380
8125,5,2019-08-23 01:59:12.830
8126,49,2018-07-13 13:16:49.550
8127,1,2018-07-22 09:58:37.310
8128,19,2019-11-06 12:06:33.600
8129,14,2019-03-03 06:09:10.890
8130,18,2019-04-20 14:39:11.560
8131,11,2019-06-27 01:54:40.790
8132,23,2017-02-11 03:56:14.900
8133,45,2019-04-06 20:34:03.340
8134,4,2019-03-07 06:19:09.650
8135,25,2019-12-20 11:19:03.160
8136,21,2017-05-17 00:22:32.860
8137,27,2019-05-13 01:17:41.480
8138,7,2019-08-28 15:54:53.510
8139,44,2019-01-30 21:58:52.810
8140,39,2018-11-20 01:04:48.950
8141,22,2018-01-17 18:45:56.480
8142,11,2019-01-28 08:26:41.350
8143,29,2017-12-12 00:57:28.080
8144,30,2017-12-06 19:38:12.710
8145,20,2017-08-24 18:44:14.690
8146,15,2017-08-27 00:08:12.210
8147,14,2017-12-01 14:32:03.480
8148,1,2019-03-17 21:17:56.280
8149,16,2019-12-10 03:49:14.740
8150,23,2018-02-12 04:00:34.860
8151,30,2019-03-31 17:02:18.600
8152,37,2019-09-14 03:39:50.640
8153,23,2017-11-21 23:03:50.080
8154,5,2019-03-06 21:26:59.220
8155,3,2017-03-01 07:53:31.800
8156,13,2019-06-17 12:49:05.330
8157,17,2017-03-09 21:12:00.910
8158,37,2019-12-25 06:50:34.650
8159,38,2018-08-23 16:31:28.100
8160,38,2019-05-18 02:03:59.740
8161,29,2018-10-24 16:46:12.270
8162,44,2018-07-03 01:33:42.930
8163,28,2017-11-27 03:06:08.400
8164,1,2018-05-26 03:27:12.500
8165,4,2017-05-13 20:31:55.740
8166,24,2019-04-03 03:53:33.100
8167,28,2017-02-07 10:35:53.840
8168,37,2017-09-05 06:55:10.030
8169,22,2018-12-29 03:27:10.720
8170,28,2018-10-07 05:32:25.750
8171,30,2017-07-30 01:42:54.930
8172,48,2017-10-15 13:52:29.450
8173,38,2017-12-08 23:58:27.030
8174,4,2018-12-05 13:23:50.700
8175,34,2018-09-22 18:53:12.350
8176,18,2018-03-18 09:01:49.780
8177,48,2018-11-09 16:01:39.480
8178,34,2017-04-14 17:39:25.940
8179,41,2019-09-24 09:22:02.720
8180,41,2018-12-09 01:07:22.740
8181,35,2018-10-16 23:12:44.090
8182,1,2018-05-05 19:40:07.360
8183,4,2018-07-20 15:36:32.540
8184,42,2018-07-25 12:33:17.460
8185,38,2018-06-10 04:31:46.730
8186,25,2017-06-21 02:52:20.130
8187,1,2019-03-28 15:15:15.490
8188,40,2017-04-12 20:03:00.310
8189,2,2018-06-11 13:41:11.020
8190,13,2019-11-24 12:46:27.540
8191,4,2019-03-02 15:47:47.220
8192,41,2017-12-12 22:48:21.070
8193,19,2019-10-26 19:58:48.110
8194,6,2018-10-22 10:11:24.130
8195,10,2019-02-09 06:18:10.930
8196,28,2018-11-11 06:54:01.680
8197,34,2018-04-23 02:58:41.870
8198,28,2019-05-11 01:43:14.130
8199,27,2018-07-28 19:24:09.720
8200,46,2018-11-22 15:45:49.210
8201,38,2017-12-24 22:48:35.940
8202,27,2018-01-16 15:23:27.420
8203,29,2019-05-24 16:51:46.020
8204,39,2017-04-16 09:32:16.770
8205,43,2017-01-07 17:27:28.240
8206,33,2019-01-18 09:18:28.610
8207,49,2018-06-13 20:42:33.270
8208,19,2019-05-08 09:09:23.480
8209,22,2017-02-18 16:39:48.250
8210,36,2019-02-02 08:10:08.900
8211,16,2018-04-23 23:14:28.970
8212,33,2017-09-24 03:47:48.620
8213,46,2019-12-24 17:02:35.510
8214,47,2018-11-10 13:39:41.940
8215,4,2017-01-05 14:44:15.970
8216,29,2019-03-28 21:33:00.750
8217,41,2019-04-19 00:00:39.950
8218,37,2019-03-31 01:35:15.800
8219,14,2017-02-22 01:46:49.340
8220,29,2018-05-09 07:15:38.210
8221,24,2018-08-07 06:29:26.120
8222,38,2017-05-17 07:07:13.800
8223,36,2018-09-09 07:41:24.900
8224,10,2017-04-16 01:26:17.760
8225,24,2018-02-25 23:41:26.300
8226,40,2019-03-17 21:28:52.850
8227,29,2017-12-24 14:51:45.710
8228,32,2017-01-23 17:59:55.760
8229,45,2018-04-26 08:37:33.400
8230,6,2018-08-07 00:51:23.920
8231,34,2017-02-23 13:03:06.890
8232,20,2019-04-09 01:19:37.760
8233,8,2018-04-23 12:47:01.280
8234,45,2019-05-13 08:19:41.240
8235,4,2019-02-20 08:08:50.770
8236,8,2017-09-29 06:27:00.870
8237,22,2018-01-11 10:35:22.730
8238,15,2019-10-07 16:21:32.890
8239,49,2017-06-08 13:07:18.920
8240,6,2017-03-22 17:53:54.470
8241,27,2017-12-23 09:13:37.730
8242,33,2018-09-18 04:27:18.310
8243,19,2017-12-06 15:02:50.310
8244,17,2019-03-11 18:42:58.560
8245,48,2017-02-27 12:20:52.980
8246,21,2019-11-23 12:47:07.950
8247,45,2019-02-12 06:28:55.410
8248,23,2018-08-14 10:25:59.360
8249,3,2017-09-03 05:42:05.270
8250,31,2019-10-19 17:19:05.300
8251,37,2018-04-10 07:04:45.850
8252,48,2018-07-13 08:14:01.340
8253,15,2019-02-14 13:19:57.590
8254,48,2018-05-15 01:20:08.280
8255,23,2019-11-23 11:01:44.490
8256,50,2018-11-25 07:31:10.050
8257,42,2019-12-05 18:53:07.940
8258,19,2018-02-28 10:05:27.490
8259,15,2017-06-15 17:32:51.900
8260,4,2017-07-25 19:58:09.310
8261,4,2018-12-28 14:38:25.850
8262,17,2018-04-13 20:43:26.540
8263,24,2017-11-16 00:57:37.580
8264,16,2018-02-11 01:40:48.490
8265,2,2019-06-21 15:12:13.380
8266,46,2017-05-08 06:24:50.820
8267,26,2019-09-12 04:58:23.340
8268,2,2018-03-20 04:52:01.290
8269,43,2017-01-22 06:14:14.260
8270,46,2019-11-08 15:08:05.100
8271,7,2018-10-04 05:51:45.060
8272,26,2017-01-11 23:55:16.910
8273,38,2019-01-04 07:58:10.260
8274,8,2019-03-01 17:22:37.240
8275,3,2018-07-04 00:53:48.190
8276,41,2018-12-31 19:51:24.380
8277,20,2017-03-09 07:20:36.340
8278,19,2019-01-06 16:09:57.610
8279,13,2017-12-07 13:01:28.030
8280,4,2017-05-19 02:31:11.550
8281,45,2017-05-11 02:43:05.290
8282,6,2018-12-04 01:25:09.940
8283,30,2019-04-26 10:04:57.200
8284,15,2017-01-24 10:57:49.180
8285,19,2017-05-12 08:45:06.640
8286,37,2019-10-14 18:13:28.250
8287,6,2018-09-16 09:38:43.300
8288,10,2019-04-21 10:55:02.950
8289,22,2019-12-21 05:11:38.750
8290,5,2019-11-12 03:43:09.490
8291,17,2018-04-16 10:30:33.990
8292,4,2019-06-01 20:35:43.810
8293,1,2019-07-18 14:58:31.670
8294,45,2017-08-04 20:12:01.970
8295,2,2019-08-08 00:53:15.740
8296,10,2019-08-21 02:28:29.390
8297,10,2017-10-20 11:09:32.530
8298,3,2019-03-14 07:43:11.820
8299,16,2017-05-31 12:49:40.450
8300,2,2019-02-06 03:07:55.530
8301,46,2018-05-24 21:52:15.440
8302,44,2019-04-22 22:53:45.070
8303,30,2018-05-18 03:57:29.640
8304,7,2018-07-24 05:35:42.270
8305,24,2017-08-29 05:18:14.960
8306,12,2017-11-28 08:11:25.230
8307,10,2018-11-09 03:52:06.270
8308,7,2019-03-24 14:34:26.350
8309,46,2019-01-12 04:18:35.860
8310,32,2018-09-18 01:59:14.250
8311,30,2019-04-10 17:00:38.370
8312,23,2018-11-24 04:12:26.510
8313,7,2018-07-11 23:03:35.190
8314,12,2017-07-20 11:14:29.320
8315,10,2019-07-07 08:33:08.520
8316,48,2017-08-10 10:23:54.580
8317,37,2018-07-03 16:43:10.140
8318,10,2017-04-22 07:58:28.090
8319,47,2019-08-12 21:58:36.370
8320,16,2018-03-27 11:19:53.310
8321,41,2017-03-03 12:13:03.830
8322,17,2019-04-24 06:34:03.750
8323,31,2018-02-21 07:42:08.710
8324,39,2019-05-20 03:45:22.580
8325,30,2019-04-06 09:52:55.810
8326,4,2017-02-25 15:47:27.460
8327,26,2017-07-18 15:20:51.860
8328,44,2019-11-09 09:19:38.490
8329,6,2017-04-07 15:21:11.520
8330,43,2017-03-02 05:56:43.340
8331,32,2019-01-24 09:20:01.910
8332,17,2018-08-24 03:37:21.900
8333,4,2018-08-18 06:22:12.980
8334,12,2019-05-10 18:42:29.470
8335,8,2019-01-19 20:22:52.210
8336,1,2018-03-02 05:06:43.160
8337,27,2017-12-06 06:19:35.150
8338,23,2017-10-27 17:32:13.530
8339,41,2019-09-26 10:44:02.310
8340,8,2019-08-13 18:14:50.960
8341,27,2018-10-08 09:47:10.070
8342,49,2019-09-28 18:55:27.160
8343,14,2019-12-29 23:27:28.790
8344,40,2018-06-29 09:08:32.470
8345,25,2017-10-01 20:51:20.170
8346,44,2018-05-05 19:56:22.750
8347,48,2018-07-20 19:38:59.590
8348,40,2018-11-19 18:50:24.740
8349,35,2018-10-22 00:56:43.810
8350,4,2019-04-29 15:41:03.950
8351,23,2018-08-24 04:45:39.570
8352,50,2018-08-15 21:42:59.240
8353,7,2018-05-28 06:51:06.400
8354,50,2017-11-14 00:35:31.390
8355,11,2019-02-13 00:03:11.730
8356,29,2018-12-31 12:02:43.670
8357,14,2017-09-01 20:08:06.240
8358,41,2017-08-05 03:42:17.180
8359,28,2018-02-13 14:23:14.410
8360,21,2018-10-02 16:45:45.770
8361,36,2019-07-17 11:47:29.840
8362,17,2018-01-07 07:36:43.380
8363,1,2019-05-10 08:25:03.300
8364,3,2017-08-17 17:19:25.460
8365,1,2019-07-30 13:49:20.360
8366,14,2017-08-05 01:40:21.960
8367,20,2018-08-26 23:14:15.970
8368,45,2017-06-23 15:10:01.880
8369,4,2019-05-05 12:00:14.250
8370,9,2018-06-14 01:40:38.500
8371,22,2017-02-25 23:43:31.890
8372,14,2018-04-04 17:02:33.300
8373,19,2019-01-02 08:38:00.260
8374,39,2018-12-17 01:51:56.930
8375,39,2019-06-24 22:01:39.390
8376,42,2019-09-25 10:44:19.960
8377,3,2017-04-18 01:38:25.510
8378,41,2018-10-28 02:18:28.020
8379,15,2019-04-03 05:03:31.570
8380,36,2018-05-11 16:55:51.420
8381,7,2019-05-20 04:54:21.870
8382,36,2018-05-25 16:55:45.480
8383,9,2019-01-06 13:54:05.970
8384,2,2019-09-12 00:37:16.970
8385,21,2017-12-15 03:44:30.780
8386,32,2019-10-17 05:13:19.030
8387,11,2018-07-09 19:51:01.110
8388,4,2018-06-16 01:37:54.280
8389,1,2017-07-05 02:23:11.340
8390,30,2017-12-21 14:45:09.300
8391,38,2017-10-18 11:19:47.480
8392,36,2019-01-17 10:05:22.670
8393,46,2018-09-27 07:34:09.240
8394,21,2018-10-19 17:49:50.410
8395,23,2017-04-04 11:38:04.230
8396,10,2019-11-17 11:26:04.310
8397,48,2017-05-21 14:11:10.350
8398,12,2018-11-01 20:02:00.990
8399,40,2018-09-26 02:03:09.900
8400,12,2019-05-22 02:48:35.680
8401,25,2017-08-27 12:28:07.150
8402,3,2017-03-25 18:04:04.430
8403,37,2019-10-17 01:38:37.950
8404,26,2017-06-24 21:43:24.840
8405,33,2018-05-12 17:35:08.460
8406,9,2018-05-01 07:40:44.850
8407,32,2018-11-29 04:35:28.340
8408,18,2017-11-09 13:49:08.140
8409,11,2018-05-27 19:15:50.440
8410,20,2017-04-17 09:46:35.780
8411,27,2019-04-26 00:35:05.970
8412,23,2017-07-04 18:17:19.830
8413,27,2017-05-16 01:50:06.260
8414,43,2019-10-24 07:33:13.950
8415,14,2019-03-13 00:23:29.550
8416,50,2018-06-29 21:34:57.530
8417,9,2017-11-21 14:40:30.220
8418,49,2018-06-27 03:16:55.530
8419,33,2019-06-09 06:00:52.310
8420,19,2018-01-06 16:35:19.980
8421,3,2018-02-27 06:55:39.660
8422,16,2019-04-06 06:35:35.920
8423,45,2019-01-24 01:03:19.500
8424,25,2017-01-07 19:22:41.070
8425,22,2018-01-01 20:12:12.700
8426,36,2018-03-04 07:43:07.460
8427,19,2017-03-30 08:28:50.080
8428,49,2018-10-18 19:44:34.940
8429,17,2018-04-11 23:22:55.160
8430,29,2018-02-23 17:23:33.910
8431,44,2017-04-05 12:18:00.310
8432,42,2017-07-12 11:39:47.810
8433,2,2019-06-15 14:37:16.510
8434,4,2018-08-25 20:09:53.120
8435,11,2018-05-25 19:59:07.850
8436,4,2017-08-02 20:57:52.390
8437,50,2018-06-09 17:24:55.640
8438,33,2018-11-16 10:41:18.920
8439,20,2019-12-19 09:35:21.520
8440,12,2019-03-11 15:47:39.260
8441,1,2018-03-19 23:35:59.460
8442,44,2017-10-26 03:50:02.840
8443,44,2019-06-30 08:25:16.690
8444,31,2018-10-29 02:24:16.590
8445,3,2019-05-13 12:51:00.830
8446,15,2018-05-16 09:55:00.490
8447,9,2018-12-17 16:01:27.660
8448,3,2017-04-29 11:56:50.650
8449,7,2019-11-02 13:51:50.380
8450,23,2019-03-02 23:48:02.350
8451,2,2017-11-29 09:09:57.740
8452,49,2017-09-04 22:30:52.190
8453,29,2018-05-25 10:21:03.770
8454,22,2017-03-15 23:55:00.780
8455,10,2017-09-25 20:51:31.750
8456,10,2018-10-21 09:26:15.930
8457,8,2019-11-16 15:16:57.160
8458,12,2018-01-17 12:28:50.180
8459,5,2017-10-20 03:14:38.110
8460,47,2018-04-05 17:52:26.810
8461,40,2018-05-09 04:34:22.700
8462,33,2019-11-10 20:26:29.920
8463,2,2019-10-10 09:58:43.430
8464,32,2019-07-19 05:40:24.730
8465,26,2017-05-27 01:39:22.560
8466,35,2019-01-23 04:08:35.670
8467,22,2019-07-08 18:36:39.140
8468,24,2017-06-23 00:04:15.850
8469,33,2018-06-01 16:38:27.480
8470,11,2017-03-12 22:27:09.240
8471,1,2017-01-25 08:30:16.360
8472,26,2017-05-21 01:21:46.320
8473,30,2018-12-01 10:12:50.520
8474,22,2019-02-17 19:44:36.270
8475,18,2017-07-21 14:11:27.750
8476,10,2017-02-03 09:48:55.030
8477,22,2017-09-15 15:51:10.740
8478,14,2017-07-11 06:47:06.420
8479,22,2018-09-18 22:18:36.260
8480,8,2018-03-19 03:21:50.800
8481,28,2019-05-17 16:37:20.700
8482,17,2018-12-06 18:27:29.890
8483,43,2018-07-24 16:50:57.130
8484,45,2017-09-03 11:03:15.970
8485,28,2017-03-18 16:10:40.360
8486,46,2018-06-10 05:23:39.570
8487,14,2018-09-19 15:02:56.510
8488,31,2019-12-17 01:24:15.060
8489,45,2019-10-21 12:21:41.820
8490,1,2018-09-08 02:17:44.750
8491,47,2017-10-10 23:39:19.980
8492,39,2019-07-21 04:06:37.300
8493,29,2018-01-27 06:28:57.450
8494,23,2019-07-09 00:55:13.880
8495,22,2017-11-08 05:57:26.610
8496,19,2017-04-14 08:28:31.150
8497,42,2017-03-31 12:52:14.620
8498,12,2018-01-12 00:07:41.350
8499,6,2019-03-13 21:30:21.880
8500,19,2017-08-14 00:58:47.720
8501,43,2018-02-24 21:37:06.290
8502,36,2017-05-21 00:45:18.770
8503,21,2017-10-08 17:19:12.960
8504,47,2019-11-30 18:38:03.120
8505,23,2018-10-03 05:54:02.240
8506,27,2019-06-02 13:28:39.340
8507,20,2017-12-31 13:23:52.130
8508,7,2017-02-25 14:54:42.550
8509,4,2017-09-23 13:42:35.520
8510,1,2017-06-18 02:13:27.060
8511,38,2017-12-18 02:08:30.600
8512,44,2018-04-30 01:49:38.490
8513,41,2017-02-25 13:34:07.910
8514,47,2019-06-25 13:46:50.150
8515,20,2017-01-20 23:06:03.860
8516,24,2017-03-13 17:08:56.420
8517,41,2018-12-28 00:24:13.750
8518,8,2018-03-14 06:08:07.460
8519,5,2018-06-14 02:51:37.370
8520,31,2019-07-22 03:09:37.730
8521,22,2017-08-31 22:20:51.010
8522,42,2018-04-22 22:08:52.610
8523,30,2017-12-11 11:37:20.780
8524,32,2019-10-23 12:20:30.830
8525,14,2019-04-04 19:41:30.680
8526,12,2018-06-28 06:25:11.370
8527,48,2018-08-30 10:15:38.120
8528,7,2018-08-31 09:24:25.410
8529,50,2018-02-15 10:37:46.220
8530,49,2017-06-28 12:56:00.230
8531,18,2018-10-23 06:18:53.460
8532,11,2017-11-26 12:03:22.400
8533,9,2017-10-31 10:19:57.610
8534,4,2019-09-26 09:39:47.280
8535,15,2019-12-06 05:20:35.800
8536,42,2019-07-16 14:32:48.820
8537,47,2019-03-14 05:30:37.940
8538,47,2017-10-22 23:05:46.990
8539,22,2017-06-16 11:18:21.020
8540,2,2017-11-14 14:43:43.690
8541,26,2018-07-15 02:30:02.750
8542,7,2019-08-23 18:30:22.240
8543,27,2017-01-29 21:30:27.280
8544,44,2017-08-01 04:04:02.750
8545,13,2018-04-23 06:36:20.800
8546,3,2019-10-02 03:00:05.430
8547,48,2019-12-19 07:41:24.630
8548,32,2019-10-26 20:47:09.470
8549,4,2019-03-16 06:25:37.290
8550,49,2017-10-18 14:36:20.820
8551,29,2019-06-01 23:40:28.170
8552,35,2018-07-07 20:51:23.750
8553,7,2018-11-24 15:58:14.510
8554,26,2019-12-26 13:06:46.990
8555,47,2018-12-11 00:34:09.070
8556,2,2018-05-26 09:35:48.230
8557,6,2018-04-21 23:24:58.390
8558,39,2017-05-04 10:36:15.140
8559,33,2017-09-25 21:42:07.950
8560,11,2018-08-07 08:52:15.730
8561,29,2018-02-12 10:06:53.450
8562,13,2019-07-30 21:58:34.580
8563,8,2017-06-17 09:19:20.520
8564,5,2017-07-31 09:16:33.840
8565,33,2019-07-26 02:51:44.180
8566,28,2017-08-01 03:26:57.830
8567,36,2017-02-23 16:15:06.190
8568,37,2019-11-01 07:24:32.480
8569,33,2018-08-07 02:00:39.670
8570,28,2018-03-29 12:13:57.430
8571,28,2018-03-24 11:34:52.090
8572,45,2018-05-21 20:10:59.630
8573,36,2019-11-29 13:32:47.340
8574,4,2017-02-19 07:33:28.980
8575,5,2018-06-09 16:37:03.020
8576,16,2019-08-02 10:28:20.230
8577,16,2018-10-16 09:35:28.440
8578,36,2018-03-11 02:24:57.970
8579,19,2018-08-27 14:35:55.380
8580,12,2017-05-28 06:03:41.670
8581,15,2017-12-05 12:43:52.500
8582,16,2019-01-27 03:10:17.340
8583,4,2017-12-05 14:08:07.310
8584,2,2018-09-21 19:54:38.800
8585,21,2018-08-16 17:33:58.130
8586,33,2017-04-29 18:05:49.620
8587,4,2019-01-12 07:01:45.950
8588,33,2018-02-23 15:42:58.920
8589,8,2019-10-20 11:58:28.070
8590,14,2018-09-22 08:47:56.260
8591,37,2017-11-30 11:42:11.130
8592,8,2017-06-28 18:24:13.150
8593,14,2017-10-23 22:29:16.190
8594,12,2019-08-28 05:16:25.230
8595,23,2018-09-28 12:50:45.590
8596,14,2019-10-16 19:14:44.070
8597,49,2019-03-02 09:00:45.330
8598,22,2018-03-04 21:09:03.910
8599,12,2018-01-26 21:45:08.040
8600,36,2018-01-01 06:43:59.080
8601,17,2017-12-17 17:02:14.410
8602,12,2017-05-11 05:32:11.720
8603,50,2018-07-29 12:35:10.700
8604,26,2018-03-13 01:28:32.000
8605,21,2019-10-22 06:14:59.660
8606,35,2019-02-24 06:08:26.280
8607,50,2019-07-14 18:28:33.000
8608,4,2019-12-30 10:26:40.410
8609,21,2018-10-03 02:13:42.940
8610,31,2017-08-12 07:09:28.660
8611,37,2019-08-29 18:54:46.930
8612,21,2017-06-29 05:43:34.330
8613,21,2019-01-13 20:52:46.650
8614,22,2017-03-17 19:56:29.910
8615,47,2018-05-12 22:33:02.680
8616,13,2017-04-24 12:16:26.330
8617,9,2018-03-12 07:03:55.570
8618,6,2019-11-13 02:19:21.690
8619,35,2019-07-07 20:11:53.680
8620,1,2017-02-11 03:55:26.870
8621,24,2018-05-26 13:53:25.700
8622,4,2018-02-10 21:26:16.100
8623,30,2017-08-09 02:27:24.810
8624,20,2017-10-20 11:36:58.000
8625,42,2019-11-20 11:29:11.210
8626,21,2019-08-21 02:55:03.840
8627,31,2017-12-09 04:10:57.600
8628,25,2019-01-03 22:06:09.140
8629,31,2018-06-17 00:39:00.530
8630,42,2018-06-23 02:14:49.320
8631,17,2019-09-18 04:49:49.920
8632,44,2019-02-14 05:34:37.570
8633,25,2019-06-05 14:34:53.670
8634,34,2019-04-23 14:49:04.450
8635,45,2018-08-27 01:48:35.010
8636,3,2018-06-19 23:39:06.130
8637,17,2017-12-12 16:18:36.740
8638,29,2018-12-02 05:17:36.270
8639,31,2019-08-17 08:26:35.780
8640,37,2019-12-29 20:33:17.180
8641,34,2017-11-30 02:58:15.220
8642,1,2017-08-03 02:54:43.260
8643,12,2018-04-29 00:17:18.950
8644,27,2018-07-24 04:52:24.430
8645,28,2019-07-22 02:09:14.010
8646,16,2018-09-29 15:46:34.620
8647,37,2018-01-24 17:29:04.500
8648,42,2019-08-14 07:03:46.140
8649,16,2018-11-26 19:38:34.850
8650,10,2017-03-17 17:59:51.550
