routineAssignedTimeStamp,routineServiceNumber
2017-02-08 22:38:51.040,1848
2018-08-08 14:30:58.870,1849
2018-07-13 22:53:45.570,1850
2017-05-30 12:37:00.980,1851
2019-08-07 16:48:52.780,1852
2017-09-29 06:46:50.300,1853
2019-01-11 03:15:43.960,1854
2017-06-09 13:47:04.540,1855
2017-06-01 03:22:22.200,1856
2017-06-09 07:54:51.250,1857
2017-09-17 13:16:41.850,1858
2019-03-26 05:23:55.740,1859
2018-04-18 22:08:50.130,1860
2018-03-15 13:24:06.660,1861
2019-06-13 01:45:19.900,1862
2017-03-07 05:28:08.260,1863
2019-09-02 04:59:16.420,1864
2018-11-03 08:15:56.760,1865
2017-08-28 04:05:23.710,1866
2017-10-17 04:01:59.800,1867
2017-02-06 21:31:03.650,1868
2018-07-15 13:59:52.490,1869
2019-10-01 22:17:26.790,1870
2018-03-13 00:29:38.390,1871
2017-02-13 19:44:58.270,1872
2018-05-24 01:46:43.920,1873
2017-03-05 10:50:28.720,1874
2018-12-25 00:34:03.730,1875
2018-11-14 04:43:19.720,1876
2017-05-26 15:58:09.250,1877
2018-06-29 17:57:45.870,1878
2019-04-15 12:13:50.380,1879
2018-11-04 07:16:49.400,1880
2018-05-24 03:06:53.230,1881
2018-01-17 10:26:42.380,1882
2019-03-24 12:51:37.880,1883
2018-07-07 03:33:02.980,1884
2017-10-17 10:43:45.650,1885
2019-09-15 22:10:41.230,1886
2019-10-03 05:53:48.480,1887
2018-02-04 22:15:10.540,1888
2017-06-21 12:18:50.500,1889
2017-12-03 10:44:47.050,1890
2017-07-27 21:32:15.090,1891
2017-08-01 01:07:33.150,1892
2019-07-03 21:06:55.840,1893
2018-09-28 13:59:45.250,1894
2018-05-01 03:09:17.990,1895
2019-12-17 08:53:20.520,1896
2018-07-28 04:27:05.500,1897
2017-07-03 21:22:57.550,1898
2017-08-18 01:35:33.720,1899
2017-07-20 18:16:28.050,1900
2019-03-14 20:53:35.230,1901
2017-02-13 07:14:12.630,1902
2019-10-06 13:52:35.000,1903
2019-04-11 17:07:21.660,1904
2019-01-16 19:28:39.390,1905
2017-10-13 19:44:55.420,1906
2018-09-19 19:37:50.850,1907
2017-10-17 23:26:27.250,1908
2017-08-18 15:21:23.740,1909
2017-03-05 00:33:06.220,1910
2017-09-09 15:47:27.540,1911
2017-01-06 03:47:42.270,1912
2018-03-24 12:59:19.050,1913
2017-12-21 05:48:44.270,1914
2018-06-12 07:59:56.530,1915
2017-05-13 17:38:16.400,1916
2018-01-25 09:36:33.780,1917
2018-04-02 07:01:20.810,1918
2018-02-01 01:54:43.550,1919
2017-11-06 05:06:36.880,1920
2017-12-30 08:44:06.540,1921
2017-06-23 23:07:00.510,1922
2018-02-15 16:35:08.170,1923
2017-02-27 02:32:05.350,1924
2017-02-14 13:06:42.610,1925
2019-09-22 21:09:58.050,1926
2018-04-12 13:34:20.020,1927
2019-04-25 23:31:52.560,1928
2017-08-24 20:08:07.780,1929
2018-04-10 18:58:35.690,1930
2018-03-23 06:56:35.920,1931
2017-04-27 10:56:59.390,1932
2017-08-21 20:38:46.370,1933
2017-06-29 06:31:34.480,1934
2017-07-29 20:05:23.400,1935
2017-07-13 23:54:41.190,1936
2017-10-02 14:02:38.530,1937
2018-03-15 18:35:32.100,1938
2017-06-16 01:14:22.230,1939
2017-12-15 16:44:47.860,1940
2018-01-05 19:24:00.120,1941
2017-01-06 10:27:48.820,1942
2018-08-15 21:04:44.710,1943
2017-08-31 15:21:08.310,1944
2017-05-04 10:08:53.540,1945
2019-05-22 05:26:42.490,1946
2019-12-11 12:29:03.370,1947
2019-07-13 12:18:11.430,1948
2017-01-15 03:00:15.310,1949
2017-02-10 12:21:53.820,1950
2019-08-01 22:12:50.850,1951
2017-05-09 06:39:09.000,1952
2017-10-14 17:13:26.520,1953
2017-08-04 07:01:00.250,1954
2018-01-04 04:29:26.460,1955
2019-11-11 17:07:45.050,1956
2019-09-24 23:20:08.700,1957
2017-01-14 10:06:55.950,1958
2017-09-10 07:26:59.930,1959
2019-01-16 11:29:28.210,1960
2019-01-29 02:32:53.560,1961
2017-02-04 10:46:38.060,1962
2017-10-10 11:35:21.650,1963
2018-11-27 04:20:10.820,1964
2019-09-03 23:41:42.490,1965
2017-09-26 11:31:24.140,1966
2017-09-16 00:52:59.930,1967
2018-05-06 00:12:47.900,1968
2018-08-03 23:25:57.670,1969
2018-12-20 12:34:47.450,1970
2017-03-07 14:59:38.290,1971
2018-07-20 04:16:00.200,1972
2018-07-23 13:43:33.010,1973
2018-02-14 23:32:02.400,1974
2018-03-03 16:49:10.970,1975
2018-12-19 17:44:56.570,1976
2017-03-14 15:50:35.400,1977
2017-07-05 19:40:13.700,1978
2019-08-10 03:03:19.720,1979
2017-02-03 18:44:34.540,1980
2018-12-29 16:51:58.710,1981
2018-01-17 00:57:36.580,1982
2017-01-28 03:10:27.170,1983
2019-08-04 02:19:16.850,1984
2018-12-01 04:34:16.890,1985
2018-11-11 08:15:42.670,1986
2019-05-12 14:44:27.460,1987
2019-07-01 09:20:21.550,1988
2019-04-27 09:49:23.920,1989
2019-09-16 10:57:05.640,1990
2017-12-20 12:35:19.180,1991
2019-05-28 10:42:12.470,1992
2017-10-29 16:54:09.270,1993
2017-10-06 19:54:40.150,1994
2017-09-26 08:36:38.700,1995
2019-05-27 10:41:02.770,1996
2018-09-09 00:26:17.810,1997
2018-07-13 18:08:04.620,1998
2017-11-02 22:17:50.910,1999
2017-12-25 15:32:46.510,2000
2019-05-08 11:08:16.330,2001
2018-07-04 19:00:11.360,2002
2019-03-14 00:04:35.650,2003
2018-04-25 04:04:40.050,2004
2017-12-09 23:28:09.880,2005
2019-07-10 13:51:08.940,2006
2019-10-11 16:12:04.000,2007
2019-06-17 00:20:49.140,2008
2017-11-06 22:32:48.740,2009
2017-05-09 18:03:07.110,2010
2019-09-26 00:39:52.030,2011
2018-08-06 00:45:43.070,2012
2017-06-30 05:31:24.500,2013
2018-05-23 10:39:45.450,2014
2019-06-17 14:14:49.450,2015
2019-04-06 08:40:07.510,2016
2018-10-01 02:43:32.060,2017
2017-09-13 22:22:26.490,2018
2017-03-23 05:02:56.050,2019
2017-10-02 17:33:20.880,2020
2019-06-20 02:01:32.750,2021
2019-04-06 21:24:42.540,2022
2018-05-10 10:17:57.850,2023
2017-10-06 02:22:06.040,2024
2017-10-24 17:05:56.700,2025
2018-04-02 03:54:42.400,2026
2019-01-30 11:19:08.010,2027
2018-02-11 02:58:23.430,2028
2017-07-29 08:05:44.570,2029
2017-11-27 06:45:33.650,2030
2018-08-10 04:42:20.800,2031
2018-01-04 14:12:09.430,2032
2017-04-16 00:56:42.780,2033
2018-05-25 02:07:22.080,2034
2017-04-04 00:35:50.620,2035
2018-02-05 08:00:53.870,2036
2019-10-27 15:50:19.600,2037
2019-08-14 15:04:41.130,2038
2017-05-05 21:58:41.470,2039
2017-04-10 22:41:28.470,2040
2018-04-19 22:20:39.730,2041
2019-10-22 23:10:00.200,2042
2019-05-15 15:25:30.540,2043
2019-08-03 05:32:21.310,2044
2019-05-13 12:57:29.710,2045
2017-07-09 21:50:49.990,2046
2019-09-17 23:59:10.510,2047
2017-04-17 04:31:46.540,2048
2019-12-03 15:06:31.870,2049
2018-07-03 17:44:17.240,2050
2018-11-13 02:10:51.710,2051
2018-07-30 07:00:31.290,2052
2019-11-30 15:53:49.210,2053
2018-08-07 05:38:18.040,2054
2018-09-04 11:13:59.880,2055
2019-02-25 13:56:09.920,2056
2017-04-29 10:04:24.010,2057
2019-01-09 00:10:19.340,2058
2018-03-06 19:20:14.130,2059
2017-06-19 11:27:34.080,2060
2018-03-26 13:25:04.940,2061
2018-08-09 11:50:23.240,2062
2018-05-06 17:52:58.680,2063
2018-10-01 13:29:12.100,2064
2018-12-21 01:02:10.850,2065
2018-03-31 04:21:15.150,2066
2018-08-10 07:02:48.680,2067
2018-01-22 19:26:47.460,2068
2018-08-13 19:46:27.690,2069
2019-08-29 10:33:53.010,2070
2019-01-09 10:17:44.830,2071
2018-01-14 02:21:34.090,2072
2019-02-17 00:24:04.030,2073
2017-09-25 09:36:25.240,2074
2018-07-03 03:38:48.370,2075
2017-01-03 13:55:43.470,2076
2018-09-08 10:44:14.070,2077
2018-11-01 18:28:14.330,2078
2017-03-18 01:50:56.360,2079
2019-09-29 12:48:03.370,2080
2017-02-28 11:02:42.030,2081
2018-10-11 17:27:55.730,2082
2017-03-14 00:34:38.670,2083
2017-09-10 20:31:19.690,2084
2017-06-03 09:07:51.820,2085
2018-11-20 10:30:08.040,2086
2018-02-24 22:20:46.500,2087
2018-02-27 03:31:49.500,2088
2018-07-27 15:04:02.990,2089
2018-09-01 17:37:22.110,2090
2019-09-22 04:58:45.570,2091
2019-11-05 07:10:33.020,2092
2017-03-16 06:15:04.450,2093
2019-12-10 06:22:26.900,2094
2019-04-12 11:18:44.460,2095
2019-05-24 03:49:15.260,2096
2017-03-23 15:35:09.880,2097
2018-08-31 10:07:33.200,2098
2017-02-02 14:01:50.020,2099
2019-06-08 03:44:40.940,2100
2018-12-17 05:45:43.470,2101
2019-01-26 11:25:56.070,2102
2018-11-09 03:24:53.400,2103
2019-11-18 12:00:01.660,2104
2017-06-17 21:24:49.970,2105
2017-02-08 14:32:37.510,2106
2017-06-11 08:38:27.520,2107
2019-05-04 09:42:37.770,2108
2017-08-20 17:30:16.370,2109
2019-03-16 07:07:04.420,2110
2018-08-17 01:27:04.850,2111
2019-03-16 09:33:33.720,2112
2018-11-20 20:51:03.470,2113
2018-08-23 16:08:09.220,2114
2019-04-23 18:55:13.000,2115
2017-05-07 07:56:02.620,2116
2018-10-03 10:59:21.880,2117
2019-11-10 03:21:29.030,2118
2019-10-02 12:56:19.000,2119
2017-09-08 00:20:18.000,2120
2018-10-02 16:14:42.790,2121
2019-09-29 03:10:34.670,2122
2017-04-14 12:47:04.730,2123
2017-10-30 10:52:59.050,2124
2017-11-09 21:24:53.360,2125
2017-02-14 18:59:27.780,2126
2019-12-12 11:28:22.890,2127
2019-05-06 10:04:59.200,2128
2017-08-24 22:56:10.490,2129
2017-11-19 09:26:37.220,2130
2017-12-08 11:32:14.350,2131
2018-09-25 17:59:12.800,2132
2017-07-28 11:02:06.280,2133
2017-06-20 15:29:28.830,2134
2017-02-02 21:34:38.310,2135
2018-05-23 13:00:42.250,2136
2018-06-21 10:49:26.000,2137
2017-07-09 02:28:08.740,2138
2018-04-02 08:31:31.830,2139
2017-11-28 07:30:50.750,2140
2018-11-02 10:41:57.850,2141
2017-12-03 18:01:50.950,2142
2017-10-11 00:21:46.590,2143
2017-02-25 17:57:50.390,2144
2019-04-25 23:26:21.550,2145
2019-11-14 10:14:54.900,2146
2017-09-22 12:16:50.720,2147
2019-10-29 20:47:54.780,2148
2018-08-23 07:08:36.240,2149
2017-11-20 13:30:59.670,2150
2019-11-23 16:11:21.650,2151
2018-11-30 16:09:12.230,2152
2017-08-31 01:22:13.560,2153
2017-08-30 05:37:41.380,2154
2017-04-05 16:06:16.440,2155
2018-12-01 08:32:23.800,2156
2019-01-22 08:15:20.690,2157
2018-04-12 01:43:16.830,2158
2017-03-29 18:52:29.400,2159
2019-12-05 05:19:30.660,2160
2018-01-15 05:46:10.480,2161
2018-09-29 06:18:27.350,2162
2019-05-25 17:23:57.150,2163
2018-02-10 06:34:47.730,2164
2017-11-25 18:37:45.980,2165
2018-08-24 11:44:26.020,2166
2019-11-27 13:49:04.760,2167
2019-03-19 14:30:37.970,2168
2018-02-22 08:21:22.860,2169
2019-04-11 21:08:48.980,2170
2017-07-12 06:50:14.710,2171
2017-09-28 00:25:16.770,2172
2018-03-02 18:01:30.830,2173
2018-10-13 21:14:18.910,2174
2018-04-14 02:00:07.550,2175
2017-01-28 18:10:21.860,2176
2018-06-23 15:36:21.370,2177
2017-07-15 03:27:49.870,2178
2019-04-07 23:32:26.210,2179
2017-05-11 21:26:41.250,2180
2017-11-13 10:14:08.040,2181
2018-12-23 18:14:14.670,2182
2019-10-18 06:12:53.740,2183
2018-02-09 13:18:57.370,2184
2018-04-03 08:24:30.680,2185
2018-06-07 10:20:05.840,2186
2018-05-08 12:17:41.500,2187
2018-03-16 21:29:15.730,2188
2019-09-19 16:37:03.700,2189
2018-03-08 22:19:14.150,2190
2018-04-06 13:42:14.830,2191
2017-05-29 14:09:22.100,2192
2018-02-17 20:57:15.460,2193
2019-10-05 04:53:22.960,2194
2017-03-06 00:44:13.150,2195
2018-10-03 07:14:38.780,2196
2019-05-10 15:47:03.590,2197
2018-09-08 16:25:36.120,2198
2018-08-19 03:19:42.910,2199
2018-12-06 12:10:22.340,2200
2018-10-08 05:11:01.230,2201
2017-11-12 02:32:27.950,2202
2017-08-19 14:04:28.180,2203
2018-04-24 15:22:06.960,2204
2019-12-09 06:01:13.170,2205
2019-01-07 04:37:56.670,2206
2017-09-02 13:10:27.670,2207
2019-07-20 16:43:03.830,2208
2018-08-05 18:08:10.910,2209
2018-08-03 06:26:45.760,2210
2018-10-02 08:18:36.190,2211
2017-04-02 08:10:57.720,2212
2017-02-28 01:43:46.680,2213
2018-03-01 13:00:45.970,2214
2018-10-26 20:58:52.320,2215
2019-05-17 09:43:42.670,2216
2019-07-03 15:26:52.690,2217
2019-04-08 07:05:51.080,2218
2017-02-25 17:34:04.460,2219
2018-04-01 20:43:17.860,2220
2019-03-26 04:46:09.070,2221
2017-09-19 16:55:01.440,2222
2018-05-21 20:19:19.000,2223
2018-01-26 00:09:55.620,2224
2019-02-08 12:17:15.400,2225
2017-07-10 10:09:15.180,2226
2018-08-16 14:56:30.840,2227
2019-08-08 03:44:14.480,2228
2019-09-16 16:15:23.860,2229
2018-08-11 18:34:57.850,2230
2019-02-11 23:13:26.900,2231
2019-03-08 13:30:07.950,2232
2017-12-24 17:00:27.760,2233
2019-05-07 17:19:09.390,2234
2017-01-20 14:25:59.550,2235
2017-07-06 03:16:46.320,2236
2019-02-19 02:12:35.620,2237
2017-05-20 13:40:03.340,2238
2019-10-02 19:29:02.360,2239
2017-12-01 14:26:25.420,2240
2018-06-27 12:56:23.790,2241
2017-02-05 20:05:06.950,2242
2017-07-05 22:53:49.290,2243
2017-10-05 13:00:17.120,2244
2019-01-25 23:46:38.540,2245
2019-07-18 06:49:54.080,2246
2017-02-01 06:04:36.410,2247
2017-04-18 05:45:24.490,2248
2018-08-29 22:19:54.650,2249
2019-01-09 21:39:40.560,2250
2018-12-16 11:14:02.450,2251
2019-02-02 10:28:02.380,2252
2018-08-30 16:38:42.770,2253
2018-06-24 13:04:52.520,2254
2017-07-10 20:58:13.140,2255
2018-01-10 12:34:14.220,2256
2018-08-14 06:44:07.180,2257
2017-03-22 23:08:35.720,2258
2019-11-23 06:00:12.620,2259
2018-06-14 07:10:10.990,2260
2018-02-17 20:23:27.470,2261
2017-06-14 06:21:13.300,2262
2017-03-10 17:12:17.280,2263
2017-09-23 03:05:15.670,2264
2019-06-07 15:38:38.510,2265
2018-11-24 10:44:16.370,2266
2019-05-17 02:24:22.110,2267
2017-09-21 09:09:07.870,2268
2019-06-26 08:36:27.060,2269
2018-07-26 04:41:26.450,2270
2019-01-12 21:05:21.900,2271
2017-08-30 17:11:12.760,2272
2018-02-19 06:57:37.800,2273
2017-11-23 09:34:44.220,2274
2017-05-08 08:51:00.300,2275
2019-11-29 01:02:06.470,2276
2019-08-14 08:06:07.180,2277
2017-07-07 02:55:12.810,2278
2018-10-28 13:47:01.920,2279
2019-12-07 00:35:16.140,2280
2019-12-15 01:53:21.150,2281
2018-11-09 11:07:28.790,2282
2019-02-14 18:39:17.300,2283
2018-10-20 05:07:35.320,2284
2018-04-17 09:19:56.330,2285
2018-08-29 03:47:27.150,2286
2018-03-08 12:52:16.430,2287
2018-03-04 16:59:29.010,2288
2017-09-19 17:35:15.730,2289
2018-03-14 12:42:57.900,2290
2017-08-25 07:52:58.330,2291
2017-06-10 10:42:43.720,2292
2018-05-17 02:45:35.630,2293
2018-06-12 23:39:33.710,2294
2017-02-27 05:44:29.010,2295
2019-05-01 14:53:33.280,2296
2019-09-26 08:33:40.850,2297
2017-07-30 11:47:55.470,2298
2018-07-23 02:08:46.210,2299
2018-12-30 01:24:01.030,2300
2019-11-19 02:29:49.340,2301
2019-04-06 20:27:06.530,2302
2017-05-15 01:24:41.330,2303
2018-01-17 13:51:54.580,2304
2019-11-17 03:54:26.720,2305
2017-12-16 14:20:38.940,2306
2018-03-21 05:06:32.300,2307
2019-10-30 03:53:38.510,2308
2019-01-20 04:16:25.230,2309
2017-04-23 16:36:45.470,2310
2019-01-31 06:52:08.750,2311
2018-03-24 13:22:45.970,2312
2019-05-03 13:13:07.690,2313
2017-08-06 17:18:30.240,2314
2018-09-17 11:34:57.680,2315
2019-03-23 03:29:44.920,2316
2018-10-22 17:13:48.160,2317
2018-08-01 06:42:12.950,2318
2017-11-23 17:49:04.260,2319
2019-05-15 21:03:07.160,2320
2017-04-30 15:52:42.950,2321
2018-01-02 11:23:59.310,2322
2017-09-26 20:39:03.410,2323
2017-02-08 06:31:19.720,2324
2018-05-26 03:59:04.100,2325
2018-01-03 07:50:45.600,2326
2019-08-22 01:52:04.390,2327
2018-07-27 07:13:50.240,2328
2018-05-29 19:24:35.700,2329
2018-09-11 14:55:52.500,2330
2019-12-16 19:37:35.200,2331
2018-01-25 16:23:36.330,2332
2017-06-17 19:56:52.040,2333
2018-09-06 04:31:25.550,2334
2017-04-17 12:47:22.860,2335
2017-01-28 08:01:54.790,2336
2018-12-12 07:12:30.980,2337
2019-03-21 15:19:44.520,2338
2017-12-22 16:53:58.750,2339
2019-10-21 06:11:17.010,2340
2017-06-09 12:31:40.460,2341
2018-04-27 05:28:44.040,2342
2017-07-16 11:49:53.080,2343
2018-01-08 01:24:26.060,2344
2017-04-15 06:32:32.260,2345
2017-01-18 01:05:08.560,2346
2018-12-14 10:38:25.200,2347
2018-01-04 00:27:31.820,2348
2019-08-22 00:36:59.270,2349
2018-05-21 10:07:10.600,2350
2017-06-21 05:11:30.700,2351
2017-03-22 21:57:27.500,2352
2017-09-04 11:21:03.820,2353
2019-06-13 08:40:35.950,2354
2019-10-26 09:43:15.650,2355
2019-03-27 05:19:38.820,2356
2017-06-20 02:06:32.240,2357
2019-06-18 19:59:02.190,2358
2017-04-17 23:19:12.510,2359
2019-09-24 18:09:11.590,2360
2019-07-01 05:21:18.490,2361
2018-08-04 04:33:47.300,2362
2018-12-24 13:00:58.750,2363
2019-07-02 03:33:38.000,2364
2018-02-21 12:58:57.710,2365
2018-09-15 19:40:24.270,2366
2019-01-08 23:18:49.320,2367
2019-01-01 03:01:16.410,2368
2019-12-05 02:19:30.110,2369
2019-03-31 18:36:40.580,2370
2018-02-10 10:10:02.550,2371
2017-02-12 17:58:38.920,2372
2018-04-10 12:32:29.750,2373
2019-03-14 09:44:27.750,2374
2017-04-05 19:07:45.400,2375
2019-11-28 13:57:28.690,2376
2019-03-24 06:48:32.250,2377
2019-04-28 11:55:14.420,2378
2018-04-09 05:37:24.500,2379
2018-07-09 11:06:47.390,2380
2017-05-31 06:27:07.940,2381
2017-01-03 19:16:59.560,2382
2019-10-22 07:31:12.330,2383
2017-04-21 03:58:08.270,2384
2018-11-11 11:21:32.200,2385
2018-04-10 11:28:25.490,2386
2019-01-09 21:16:47.900,2387
2018-03-27 21:30:15.310,2388
2017-03-20 17:53:39.730,2389
2017-02-13 07:33:16.380,2390
2019-03-16 06:42:28.390,2391
2019-06-29 20:34:27.470,2392
2017-11-28 10:35:30.520,2393
2018-08-13 17:58:22.380,2394
2019-09-26 00:17:21.770,2395
2018-01-27 13:23:13.140,2396
2018-10-25 21:42:27.040,2397
2019-08-31 09:35:44.530,2398
2017-06-25 05:16:39.690,2399
2017-05-09 18:55:13.840,2400
2017-12-22 22:48:45.010,2401
2018-07-15 22:36:25.290,2402
2019-06-01 02:17:54.880,2403
2018-05-30 02:43:27.250,2404
2018-09-17 11:29:09.740,2405
2019-05-12 08:32:02.210,2406
2018-03-21 10:21:14.840,2407
2018-07-27 09:48:53.660,2408
2019-10-18 21:10:03.240,2409
2017-06-22 11:22:47.510,2410
2017-02-07 14:36:09.720,2411
2018-09-05 04:37:52.040,2412
2018-09-16 13:51:01.800,2413
2018-07-12 15:20:01.490,2414
2019-04-02 18:08:31.790,2415
2018-02-18 02:24:27.540,2416
2018-06-16 03:56:08.010,2417
2017-01-29 15:35:59.830,2418
2017-03-25 20:34:49.230,2419
2019-03-11 01:16:44.110,2420
2017-02-28 01:39:59.520,2421
2019-06-09 19:29:35.070,2422
2019-06-22 05:26:47.650,2423
2017-01-04 22:12:13.570,2424
2019-03-14 09:47:24.670,2425
2017-01-03 15:24:22.110,2426
2018-10-20 11:54:58.880,2427
2019-12-11 02:22:08.020,2428
2017-12-19 04:36:52.980,2429
2018-06-19 02:39:39.820,2430
2017-01-14 17:10:19.110,2431
2017-07-06 06:43:31.250,2432
2019-12-01 09:01:57.120,2433
2019-09-05 03:28:52.960,2434
2017-03-29 16:37:53.060,2435
2019-05-10 21:54:13.690,2436
2019-01-11 06:33:32.500,2437
2017-10-25 21:20:26.210,2438
2019-05-23 23:42:51.630,2439
2018-06-18 02:21:45.890,2440
2019-08-15 09:46:28.070,2441
2017-11-07 20:20:58.830,2442
2017-07-11 08:43:01.650,2443
2018-07-18 12:14:52.270,2444
2017-06-28 20:02:27.490,2445
2019-10-20 21:21:11.860,2446
2017-12-01 19:00:11.180,2447
2017-07-30 10:25:42.300,2448
2019-09-15 15:07:20.450,2449
2017-06-20 10:12:12.070,2450
2019-11-04 06:55:00.310,2451
2017-09-13 06:33:50.830,2452
2017-02-21 06:57:09.520,2453
2017-09-03 16:53:14.880,2454
2018-12-27 22:51:32.390,2455
2018-11-12 13:54:47.260,2456
2017-02-01 02:03:15.610,2457
2018-02-17 15:13:09.930,2458
2018-10-30 22:26:40.360,2459
2018-05-18 21:19:49.020,2460
2017-08-20 22:30:07.060,2461
2017-01-23 06:15:33.760,2462
2019-07-15 07:20:16.310,2463
2017-12-17 15:06:33.140,2464
2018-08-15 23:26:37.320,2465
2017-05-12 15:13:37.590,2466
2017-09-23 16:37:40.400,2467
2018-03-14 06:02:16.900,2468
2018-12-24 12:54:28.230,2469
2019-07-22 23:46:11.040,2470
2017-04-29 20:26:52.610,2471
2018-07-26 19:58:03.850,2472
2017-02-03 17:49:40.940,2473
2018-05-30 04:41:22.010,2474
2018-01-26 20:49:38.320,2475
2019-01-24 23:58:21.690,2476
2019-01-11 04:09:05.580,2477
2019-11-14 16:06:47.670,2478
2018-07-04 00:19:52.750,2479
2017-11-16 00:48:09.170,2480
2018-06-20 20:23:23.560,2481
2018-05-16 14:28:56.260,2482
2018-04-12 21:24:10.590,2483
2017-12-09 05:39:22.110,2484
2019-02-11 12:55:25.380,2485
2019-06-12 02:30:08.810,2486
2017-08-17 00:30:21.230,2487
2019-09-15 11:13:03.220,2488
2019-07-02 00:59:58.910,2489
2017-09-09 04:35:16.340,2490
2017-11-12 04:46:03.270,2491
2017-05-12 03:14:01.800,2492
2018-01-04 11:51:32.670,2493
2019-02-27 13:44:20.410,2494
2018-09-28 23:21:21.650,2495
2018-09-06 10:24:01.200,2496
2017-02-06 07:40:00.320,2497
2018-02-05 14:46:42.750,2498
2019-09-15 17:01:16.480,2499
2018-09-13 17:22:23.940,2500
2018-02-13 04:42:51.250,2501
2017-12-08 13:27:33.490,2502
2018-10-09 07:55:28.330,2503
2018-05-05 04:47:48.180,2504
2019-01-27 06:16:48.580,2505
2019-04-11 04:25:04.630,2506
2019-12-07 15:55:46.270,2507
2017-06-02 16:17:47.990,2508
2017-03-21 02:10:52.340,2509
2019-05-08 19:06:14.230,2510
2017-05-03 20:14:54.010,2511
2019-02-08 09:31:53.660,2512
2017-08-06 05:33:26.550,2513
2018-08-23 08:12:03.010,2514
2017-08-03 00:11:04.000,2515
2018-04-29 19:08:01.650,2516
2017-04-26 12:28:22.710,2517
2019-03-29 00:35:23.300,2518
2017-07-24 18:47:24.660,2519
2017-05-05 13:26:28.970,2520
2018-04-29 21:22:56.380,2521
2017-08-15 23:38:37.010,2522
2019-05-07 02:41:03.200,2523
2018-03-16 02:24:51.960,2524
2019-11-04 03:45:33.150,2525
2019-11-09 03:21:31.440,2526
2018-12-12 02:15:17.030,2527
2018-01-20 11:42:17.070,2528
2019-05-16 18:12:37.470,2529
2019-12-08 15:33:57.490,2530
2019-03-29 04:07:35.980,2531
2018-04-07 09:24:48.410,2532
2018-03-04 14:59:13.730,2533
2017-10-02 22:27:38.110,2534
2017-11-21 03:39:31.210,2535
2019-11-14 15:37:18.890,2536
2017-03-27 05:23:57.650,2537
2019-03-07 19:30:57.120,2538
2017-08-13 11:24:15.450,2539
2019-12-07 13:11:08.010,2540
2017-10-25 17:14:22.410,2541
2019-02-21 22:10:17.840,2542
2017-07-26 04:19:16.100,2543
2019-04-26 19:03:12.970,2544
2019-01-20 10:42:05.160,2545
2018-06-09 17:02:20.480,2546
2019-02-25 02:06:22.930,2547
2017-07-07 19:39:53.180,2548
2017-07-24 18:02:41.940,2549
2019-04-03 12:55:15.700,2550
2017-03-11 15:52:24.400,2551
2017-08-09 05:20:14.910,2552
2017-04-07 11:40:53.630,2553
2018-12-24 03:39:01.650,2554
2019-06-01 17:04:38.360,2555
2017-02-01 07:19:33.310,2556
2018-06-17 06:09:07.090,2557
2018-09-12 21:20:12.170,2558
2019-05-21 17:36:45.320,2559
2017-01-16 22:23:56.380,2560
2017-01-18 02:39:58.010,2561
2019-04-28 03:38:50.000,2562
2017-06-23 19:56:43.250,2563
2018-04-03 11:30:07.160,2564
2017-03-15 22:27:56.320,2565
2019-06-01 15:54:43.120,2566
2017-09-25 00:47:23.150,2567
2018-08-06 09:04:37.580,2568
2017-04-26 07:06:30.200,2569
2017-09-03 09:18:28.990,2570
2017-01-12 09:12:22.030,2571
2017-06-10 07:54:49.490,2572
2018-11-03 09:22:21.320,2573
2019-11-12 07:04:08.790,2574
2018-06-08 15:22:02.070,2575
2018-06-12 11:23:28.960,2576
2017-07-12 21:51:22.030,2577
2018-05-18 11:06:56.260,2578
2019-09-21 05:12:54.550,2579
2018-08-27 12:46:16.930,2580
2018-01-25 10:59:25.480,2581
2017-04-10 09:55:11.100,2582
2017-07-28 08:30:22.660,2583
2019-09-10 17:26:45.350,2584
2017-06-05 17:55:54.020,2585
2017-08-11 07:02:02.160,2586
2019-06-23 15:48:23.350,2587
2017-07-26 04:29:12.160,2588
2017-04-02 08:36:07.460,2589
2018-04-11 12:40:21.490,2590
2019-05-29 16:06:14.870,2591
2017-06-14 06:56:08.530,2592
2019-12-04 14:41:50.820,2593
2019-08-05 03:06:49.430,2594
2018-07-26 18:37:46.760,2595
2017-05-02 12:47:36.840,2596
2017-06-18 17:00:47.470,2597
2018-08-04 05:48:58.370,2598
2017-10-21 09:38:06.640,2599
2019-11-20 07:13:01.830,2600
2017-01-18 00:23:43.120,2601
2019-08-12 02:56:54.350,2602
2019-06-05 04:42:19.560,2603
2019-10-26 15:40:16.810,2604
2017-11-16 18:25:09.530,2605
2019-06-22 15:05:04.980,2606
2017-11-04 17:08:21.960,2607
2018-05-16 01:26:20.050,2608
2017-07-06 08:15:33.210,2609
2019-12-06 03:52:53.080,2610
2018-12-17 17:07:42.670,2611
2017-07-26 19:08:25.940,2612
2019-05-25 08:32:13.180,2613
2018-07-16 08:06:51.900,2614
2017-03-31 09:12:52.280,2615
2017-03-09 22:31:31.310,2616
2017-04-14 01:52:34.650,2617
2018-05-27 10:27:52.550,2618
2018-03-22 13:01:04.550,2619
2017-06-10 23:06:48.890,2620
2017-10-02 21:24:36.090,2621
2019-01-10 08:43:20.460,2622
2018-04-27 11:40:30.060,2623
