workAttendanceTime,workGetOffTime,workHourEmployeeNum
2017-03-27 02:26:31.970,2017-04-04 02:26:32.970,28
2017-03-27 02:26:35.060,2017-04-04 02:26:36.060,7
2017-03-27 02:56:42.190,2017-04-04 02:56:43.190,8
2017-03-27 03:20:08.010,2017-04-04 03:20:09.010,30
2017-03-27 03:25:54.380,2017-04-04 03:25:55.380,27
2017-03-27 04:21:09.140,2017-04-04 04:21:10.140,37
2017-03-27 05:22:32.390,2017-04-04 05:22:33.390,32
2017-03-27 06:30:38.460,2017-04-04 06:30:39.460,41
2017-03-27 06:38:43.130,2017-04-04 06:38:44.130,1
2017-03-27 06:54:21.730,2017-04-04 06:54:22.730,24
2017-03-27 07:17:06.830,2017-04-04 07:17:07.830,32
2017-03-27 07:36:38.990,2017-04-04 07:36:39.990,35
2017-03-27 08:19:24.060,2017-04-04 08:19:25.060,8
2017-03-27 08:26:56.970,2017-04-04 08:26:57.970,40
2017-03-27 09:10:23.870,2017-04-04 09:10:24.870,16
2017-03-27 09:22:09.950,2017-04-04 09:22:10.950,37
2017-03-27 09:31:29.120,2017-04-04 09:31:30.120,19
2017-03-27 09:49:04.020,2017-04-04 09:49:05.020,8
2017-03-27 10:44:58.740,2017-04-04 10:44:59.740,33
2017-03-27 10:52:50.110,2017-04-04 10:52:51.110,16
2017-03-27 12:29:36.740,2017-04-04 12:29:37.740,49
2017-03-27 13:13:20.150,2017-04-04 13:13:21.150,5
2017-03-27 13:40:47.340,2017-04-04 13:40:48.340,35
2017-03-27 14:09:02.850,2017-04-04 14:09:03.850,49
2017-03-27 14:11:33.490,2017-04-04 14:11:34.490,25
2017-03-27 14:47:36.130,2017-04-04 14:47:37.130,20
2017-03-27 15:44:37.390,2017-04-04 15:44:38.390,26
2017-03-27 16:54:13.430,2017-04-04 16:54:14.430,34
2017-03-27 17:05:03.270,2017-04-04 17:05:04.270,49
2017-03-27 17:05:56.410,2017-04-04 17:05:57.410,10
2017-03-27 17:12:43.030,2017-04-04 17:12:44.030,29
2017-03-27 17:44:50.970,2017-04-04 17:44:51.970,2
2017-03-27 18:06:43.280,2017-04-04 18:06:44.280,1
2017-03-27 18:16:17.680,2017-04-04 18:16:18.680,31
2017-03-27 18:32:42.700,2017-04-04 18:32:43.700,17
2017-03-27 18:36:34.240,2017-04-04 18:36:35.240,50
2017-03-27 19:28:52.920,2017-04-04 19:28:53.920,44
2017-03-27 19:37:47.780,2017-04-04 19:37:48.780,39
2017-03-27 20:00:24.610,2017-04-04 20:00:25.610,46
2017-03-27 20:15:19.420,2017-04-04 20:15:20.420,18
2017-03-27 20:31:36.270,2017-04-04 20:31:37.270,46
2017-03-27 21:37:42.030,2017-04-04 21:37:43.030,48
2017-03-27 22:41:28.160,2017-04-04 22:41:29.160,29
2017-03-27 22:47:17.450,2017-04-04 22:47:18.450,31
2017-03-27 23:46:42.790,2017-04-04 23:46:43.790,17
2017-03-28 01:23:35.560,2017-04-05 01:23:36.560,49
2017-03-28 01:33:05.720,2017-04-05 01:33:06.720,17
2017-03-28 03:07:30.480,2017-04-05 03:07:31.480,36
2017-03-28 03:10:35.370,2017-04-05 03:10:36.370,31
2017-03-28 03:33:54.410,2017-04-05 03:33:55.410,8
2017-03-28 03:39:40.760,2017-04-05 03:39:41.760,45
2017-03-28 03:42:53.110,2017-04-05 03:42:54.110,35
2017-03-28 03:50:19.050,2017-04-05 03:50:20.050,29
2017-03-28 05:50:24.260,2017-04-05 05:50:25.260,6
2017-03-28 06:04:25.490,2017-04-05 06:04:26.490,40
2017-03-28 06:45:17.440,2017-04-05 06:45:18.440,48
2017-03-28 07:29:10.530,2017-04-05 07:29:11.530,8
2017-03-28 08:52:57.850,2017-04-05 08:52:58.850,33
2017-03-28 09:03:48.720,2017-04-05 09:03:49.720,23
2017-03-28 10:31:49.780,2017-04-05 10:31:50.780,7
2017-03-28 11:00:58.330,2017-04-05 11:00:59.330,41
2017-03-28 11:59:27.590,2017-04-05 11:59:28.590,24
2017-03-28 12:23:06.760,2017-04-05 12:23:07.760,40
2017-03-28 13:13:01.010,2017-04-05 13:13:02.010,37
2017-03-28 13:58:28.450,2017-04-05 13:58:29.450,35
2017-03-28 14:07:23.210,2017-04-05 14:07:24.210,26
2017-03-28 14:09:47.070,2017-04-05 14:09:48.070,5
2017-03-28 14:26:59.790,2017-04-05 14:27:00.790,30
2017-03-28 14:43:32.680,2017-04-05 14:43:33.680,42
2017-03-28 14:59:07.360,2017-04-05 14:59:08.360,1
2017-03-28 15:17:33.480,2017-04-05 15:17:34.480,32
2017-03-28 16:18:43.720,2017-04-05 16:18:44.720,30
2017-03-28 16:32:05.490,2017-04-05 16:32:06.490,50
2017-03-28 16:41:21.480,2017-04-05 16:41:22.480,10
2017-03-28 18:23:49.940,2017-04-05 18:23:50.940,18
2017-03-28 18:48:10.700,2017-04-05 18:48:11.700,45
2017-03-28 19:09:34.270,2017-04-05 19:09:35.270,47
2017-03-28 19:32:25.470,2017-04-05 19:32:26.470,16
2017-03-28 19:44:28.470,2017-04-05 19:44:29.470,7
2017-03-28 19:48:56.630,2017-04-05 19:48:57.630,3
2017-03-28 20:16:32.350,2017-04-05 20:16:33.350,21
2017-03-28 20:41:14.800,2017-04-05 20:41:15.800,2
2017-03-28 21:13:07.260,2017-04-05 21:13:08.260,47
2017-03-28 21:23:18.600,2017-04-05 21:23:19.600,38
2017-03-28 22:20:39.800,2017-04-05 22:20:40.800,24
2017-03-28 22:32:43.880,2017-04-05 22:32:44.880,13
2017-03-28 23:05:24.110,2017-04-05 23:05:25.110,26
2017-03-28 23:40:04.570,2017-04-05 23:40:05.570,28
2017-03-29 00:59:21.320,2017-04-06 00:59:22.320,40
2017-03-29 01:40:33.390,2017-04-06 01:40:34.390,13
2017-03-29 02:12:02.360,2017-04-06 02:12:03.360,46
2017-03-29 03:08:19.890,2017-04-06 03:08:20.890,36
2017-03-29 03:17:27.200,2017-04-06 03:17:28.200,25
2017-03-29 03:57:13.800,2017-04-06 03:57:14.800,2
2017-03-29 04:15:03.290,2017-04-06 04:15:04.290,37
2017-03-29 04:48:29.450,2017-04-06 04:48:30.450,48
2017-03-29 06:50:37.260,2017-04-06 06:50:38.260,29
2017-03-29 07:35:42.090,2017-04-06 07:35:43.090,16
2017-03-29 07:41:38.350,2017-04-06 07:41:39.350,25
2017-03-29 08:11:28.990,2017-04-06 08:11:29.990,37
2017-03-29 08:14:21.140,2017-04-06 08:14:22.140,4
2017-03-29 08:38:21.470,2017-04-06 08:38:22.470,7
2017-03-29 08:52:55.960,2017-04-06 08:52:56.960,46
2017-03-29 08:56:17.740,2017-04-06 08:56:18.740,5
2017-03-29 10:39:13.810,2017-04-06 10:39:14.810,37
2017-03-29 11:50:09.950,2017-04-06 11:50:10.950,50
2017-03-29 12:03:23.600,2017-04-06 12:03:24.600,38
2017-03-29 12:27:47.880,2017-04-06 12:27:48.880,2
2017-03-29 13:31:31.560,2017-04-06 13:31:32.560,26
2017-03-29 13:48:55.810,2017-04-06 13:48:56.810,36
2017-03-29 14:50:58.550,2017-04-06 14:50:59.550,16
2017-03-29 15:08:16.270,2017-04-06 15:08:17.270,20
2017-03-29 15:35:26.100,2017-04-06 15:35:27.100,1
2017-03-29 16:02:11.030,2017-04-06 16:02:12.030,10
2017-03-29 16:37:01.300,2017-04-06 16:37:02.300,9
2017-03-29 16:40:35.700,2017-04-06 16:40:36.700,5
2017-03-29 17:00:16.530,2017-04-06 17:00:17.530,33
2017-03-29 18:19:10.030,2017-04-06 18:19:11.030,10
2017-03-29 19:16:01.730,2017-04-06 19:16:02.730,17
2017-03-29 19:26:05.650,2017-04-06 19:26:06.650,17
2017-03-29 19:34:27.460,2017-04-06 19:34:28.460,42
2017-03-29 20:09:05.640,2017-04-06 20:09:06.640,15
2017-03-29 20:33:22.500,2017-04-06 20:33:23.500,25
2017-03-29 20:47:07.400,2017-04-06 20:47:08.400,34
2017-03-29 20:49:57.720,2017-04-06 20:49:58.720,38
2017-03-29 21:36:17.770,2017-04-06 21:36:18.770,5
2017-03-29 22:51:18.210,2017-04-06 22:51:19.210,23
2017-03-29 23:18:38.480,2017-04-06 23:18:39.480,44
2017-03-30 01:48:37.990,2017-04-07 01:48:38.990,24
2017-03-30 02:13:35.060,2017-04-07 02:13:36.060,3
2017-03-30 02:20:52.260,2017-04-07 02:20:53.260,9
2017-03-30 02:48:48.970,2017-04-07 02:48:49.970,29
2017-03-30 04:21:47.140,2017-04-07 04:21:48.140,32
2017-03-30 05:24:40.020,2017-04-07 05:24:41.020,49
2017-03-30 05:37:40.410,2017-04-07 05:37:41.410,42
2017-03-30 05:50:51.620,2017-04-07 05:50:52.620,50
2017-03-30 05:57:44.410,2017-04-07 05:57:45.410,38
2017-03-30 06:24:50.410,2017-04-07 06:24:51.410,49
2017-03-30 07:48:08.750,2017-04-07 07:48:09.750,7
2017-03-30 08:01:28.190,2017-04-07 08:01:29.190,44
2017-03-30 08:23:27.150,2017-04-07 08:23:28.150,32
2017-03-30 08:31:07.580,2017-04-07 08:31:08.580,5
2017-03-30 08:54:12.860,2017-04-07 08:54:13.860,20
2017-03-30 09:01:52.430,2017-04-07 09:01:53.430,47
2017-03-30 09:28:55.770,2017-04-07 09:28:56.770,32
2017-03-30 09:37:10.700,2017-04-07 09:37:11.700,15
2017-03-30 10:08:35.740,2017-04-07 10:08:36.740,50
2017-03-30 10:29:59.640,2017-04-07 10:30:00.640,7
2017-03-30 10:50:11.980,2017-04-07 10:50:12.980,34
2017-03-30 11:34:54.110,2017-04-07 11:34:55.110,19
2017-03-30 11:42:54.410,2017-04-07 11:42:55.410,5
2017-03-30 12:53:50.710,2017-04-07 12:53:51.710,49
2017-03-30 15:44:04.970,2017-04-07 15:44:05.970,17
2017-03-30 17:01:05.920,2017-04-07 17:01:06.920,41
2017-03-30 17:20:09.120,2017-04-07 17:20:10.120,18
2017-03-30 17:41:49.000,2017-04-07 17:41:50.000,17
2017-03-30 18:07:25.940,2017-04-07 18:07:26.940,10
2017-03-30 18:50:19.260,2017-04-07 18:50:20.260,36
2017-03-30 19:42:48.930,2017-04-07 19:42:49.930,21
2017-03-30 20:00:28.480,2017-04-07 20:00:29.480,15
2017-03-30 20:02:57.690,2017-04-07 20:02:58.690,34
2017-03-30 20:08:58.380,2017-04-07 20:08:59.380,39
2017-03-30 21:09:44.300,2017-04-07 21:09:45.300,22
2017-03-30 21:34:07.180,2017-04-07 21:34:08.180,27
2017-03-30 21:43:26.610,2017-04-07 21:43:27.610,21
2017-03-30 21:53:07.380,2017-04-07 21:53:08.380,47
2017-03-30 22:24:26.380,2017-04-07 22:24:27.380,40
2017-03-30 22:24:57.630,2017-04-07 22:24:58.630,50
2017-03-30 22:40:22.570,2017-04-07 22:40:23.570,48
2017-03-30 23:25:27.500,2017-04-07 23:25:28.500,44
2017-03-31 00:27:14.600,2017-04-08 00:27:15.600,38
2017-03-31 01:23:42.280,2017-04-08 01:23:43.280,10
2017-03-31 01:34:02.970,2017-04-08 01:34:03.970,30
2017-03-31 01:46:08.080,2017-04-08 01:46:09.080,39
2017-03-31 01:48:58.290,2017-04-08 01:48:59.290,18
2017-03-31 02:04:08.430,2017-04-08 02:04:09.430,36
2017-03-31 02:07:00.450,2017-04-08 02:07:01.450,10
2017-03-31 02:13:21.530,2017-04-08 02:13:22.530,25
2017-03-31 02:59:10.170,2017-04-08 02:59:11.170,12
2017-03-31 03:06:39.650,2017-04-08 03:06:40.650,19
2017-03-31 03:17:30.940,2017-04-08 03:17:31.940,39
2017-03-31 03:44:32.700,2017-04-08 03:44:33.700,46
2017-03-31 03:44:54.560,2017-04-08 03:44:55.560,28
2017-03-31 04:24:09.590,2017-04-08 04:24:10.590,41
2017-03-31 04:31:08.670,2017-04-08 04:31:09.670,24
2017-03-31 04:38:04.230,2017-04-08 04:38:05.230,25
2017-03-31 05:18:12.110,2017-04-08 05:18:13.110,11
2017-03-31 05:55:45.530,2017-04-08 05:55:46.530,15
2017-03-31 06:11:13.000,2017-04-08 06:11:14.000,50
2017-03-31 06:59:34.480,2017-04-08 06:59:35.480,8
2017-03-31 07:16:38.220,2017-04-08 07:16:39.220,29
2017-03-31 07:28:37.750,2017-04-08 07:28:38.750,26
2017-03-31 07:48:04.030,2017-04-08 07:48:05.030,20
2017-03-31 07:56:24.580,2017-04-08 07:56:25.580,37
2017-03-31 10:26:19.940,2017-04-08 10:26:20.940,34
2017-03-31 11:26:00.400,2017-04-08 11:26:01.400,37
2017-03-31 11:42:55.040,2017-04-08 11:42:56.040,43
2017-03-31 11:51:35.830,2017-04-08 11:51:36.830,26
2017-03-31 12:05:27.750,2017-04-08 12:05:28.750,44
2017-03-31 12:31:13.520,2017-04-08 12:31:14.520,30
2017-03-31 12:46:54.040,2017-04-08 12:46:55.040,27
2017-03-31 12:48:53.670,2017-04-08 12:48:54.670,12
2017-03-31 12:59:44.530,2017-04-08 12:59:45.530,45
2017-03-31 13:08:03.120,2017-04-08 13:08:04.120,2
2017-03-31 14:33:48.220,2017-04-08 14:33:49.220,11
2017-03-31 15:04:44.790,2017-04-08 15:04:45.790,48
2017-03-31 15:05:52.830,2017-04-08 15:05:53.830,18
2017-03-31 15:20:35.310,2017-04-08 15:20:36.310,47
2017-03-31 15:53:14.100,2017-04-08 15:53:15.100,34
2017-03-31 16:21:46.990,2017-04-08 16:21:47.990,26
2017-03-31 16:29:12.350,2017-04-08 16:29:13.350,36
2017-03-31 16:36:39.130,2017-04-08 16:36:40.130,18
2017-03-31 17:45:09.130,2017-04-08 17:45:10.130,17
2017-03-31 18:05:17.640,2017-04-08 18:05:18.640,44
2017-03-31 18:15:38.440,2017-04-08 18:15:39.440,39
2017-03-31 18:32:11.380,2017-04-08 18:32:12.380,39
2017-03-31 19:14:43.740,2017-04-08 19:14:44.740,34
2017-03-31 19:24:27.820,2017-04-08 19:24:28.820,46
2017-03-31 20:32:29.300,2017-04-08 20:32:30.300,19
2017-03-31 21:14:00.290,2017-04-08 21:14:01.290,2
2017-03-31 21:26:34.200,2017-04-08 21:26:35.200,10
2017-03-31 21:46:30.070,2017-04-08 21:46:31.070,25
2017-03-31 22:00:42.380,2017-04-08 22:00:43.380,12
2017-04-01 01:11:34.700,2017-04-09 01:11:35.700,32
2017-04-01 01:12:24.940,2017-04-09 01:12:25.940,4
2017-04-01 01:23:45.130,2017-04-09 01:23:46.130,35
2017-04-01 01:52:25.330,2017-04-09 01:52:26.330,35
2017-04-01 02:06:56.090,2017-04-09 02:06:57.090,22
2017-04-01 02:18:13.460,2017-04-09 02:18:14.460,34
2017-04-01 02:27:12.140,2017-04-09 02:27:13.140,20
2017-04-01 03:13:40.310,2017-04-09 03:13:41.310,31
2017-04-01 03:32:22.250,2017-04-09 03:32:23.250,7
2017-04-01 04:20:34.900,2017-04-09 04:20:35.900,41
2017-04-01 04:46:20.020,2017-04-09 04:46:21.020,24
2017-04-01 04:55:07.850,2017-04-09 04:55:08.850,18
2017-04-01 06:12:43.930,2017-04-09 06:12:44.930,26
2017-04-01 06:34:47.100,2017-04-09 06:34:48.100,35
2017-04-01 06:36:54.890,2017-04-09 06:36:55.890,28
2017-04-01 06:49:52.710,2017-04-09 06:49:53.710,32
2017-04-01 06:51:39.650,2017-04-09 06:51:40.650,32
2017-04-01 06:54:48.220,2017-04-09 06:54:49.220,10
2017-04-01 07:22:31.020,2017-04-09 07:22:32.020,46
2017-04-01 07:29:42.130,2017-04-09 07:29:43.130,5
2017-04-01 07:46:42.470,2017-04-09 07:46:43.470,32
2017-04-01 07:50:24.290,2017-04-09 07:50:25.290,48
2017-04-01 08:03:01.550,2017-04-09 08:03:02.550,23
2017-04-01 08:12:27.610,2017-04-09 08:12:28.610,7
2017-04-01 08:59:54.220,2017-04-09 08:59:55.220,50
2017-04-01 09:07:41.890,2017-04-09 09:07:42.890,42
2017-04-01 09:37:01.130,2017-04-09 09:37:02.130,23
2017-04-01 09:49:34.960,2017-04-09 09:49:35.960,48
2017-04-01 10:20:36.010,2017-04-09 10:20:37.010,16
2017-04-01 10:32:24.720,2017-04-09 10:32:25.720,7
2017-04-01 10:46:33.630,2017-04-09 10:46:34.630,3
2017-04-01 10:49:24.490,2017-04-09 10:49:25.490,36
2017-04-01 13:12:44.940,2017-04-09 13:12:45.940,45
2017-04-01 14:00:49.830,2017-04-09 14:00:50.830,37
2017-04-01 14:10:50.670,2017-04-09 14:10:51.670,1
2017-04-01 14:19:30.010,2017-04-09 14:19:31.010,34
2017-04-01 15:31:18.390,2017-04-09 15:31:19.390,39
2017-04-01 15:35:21.660,2017-04-09 15:35:22.660,50
2017-04-01 15:37:35.890,2017-04-09 15:37:36.890,37
2017-04-01 15:51:56.810,2017-04-09 15:51:57.810,29
2017-04-01 18:01:54.610,2017-04-09 18:01:55.610,28
2017-04-01 18:36:22.420,2017-04-09 18:36:23.420,16
2017-04-01 19:15:20.650,2017-04-09 19:15:21.650,41
2017-04-01 19:50:33.150,2017-04-09 19:50:34.150,47
2017-04-01 20:16:05.900,2017-04-09 20:16:06.900,41
2017-04-01 20:45:42.390,2017-04-09 20:45:43.390,46
2017-04-01 21:01:28.850,2017-04-09 21:01:29.850,35
2017-04-01 22:40:48.480,2017-04-09 22:40:49.480,4
2017-04-01 22:58:37.520,2017-04-09 22:58:38.520,35
2017-04-02 00:56:35.180,2017-04-10 00:56:36.180,45
2017-04-02 01:00:22.950,2017-04-10 01:00:23.950,7
2017-04-02 01:16:32.080,2017-04-10 01:16:33.080,50
2017-04-02 02:02:32.610,2017-04-10 02:02:33.610,35
2017-04-02 03:02:43.460,2017-04-10 03:02:44.460,6
2017-04-02 03:07:41.470,2017-04-10 03:07:42.470,11
2017-04-02 04:09:01.910,2017-04-10 04:09:02.910,12
2017-04-02 04:29:01.650,2017-04-10 04:29:02.650,43
2017-04-02 04:33:46.550,2017-04-10 04:33:47.550,39
2017-04-02 04:35:39.920,2017-04-10 04:35:40.920,2
2017-04-02 04:42:04.800,2017-04-10 04:42:05.800,27
2017-04-02 06:31:20.040,2017-04-10 06:31:21.040,39
2017-04-02 07:06:37.290,2017-04-10 07:06:38.290,40
2017-04-02 07:07:28.580,2017-04-10 07:07:29.580,21
2017-04-02 07:17:33.770,2017-04-10 07:17:34.770,24
2017-04-02 08:02:13.150,2017-04-10 08:02:14.150,47
2017-04-02 08:28:00.120,2017-04-10 08:28:01.120,47
2017-04-02 09:58:42.630,2017-04-10 09:58:43.630,19
2017-04-02 10:20:54.120,2017-04-10 10:20:55.120,39
2017-04-02 10:34:03.340,2017-04-10 10:34:04.340,20
2017-04-02 11:28:42.780,2017-04-10 11:28:43.780,14
2017-04-02 11:59:37.130,2017-04-10 11:59:38.130,41
2017-04-02 13:16:56.640,2017-04-10 13:16:57.640,33
2017-04-02 13:53:14.930,2017-04-10 13:53:15.930,18
2017-04-02 13:56:29.960,2017-04-10 13:56:30.960,38
2017-04-02 14:02:20.180,2017-04-10 14:02:21.180,28
2017-04-02 14:21:43.700,2017-04-10 14:21:44.700,43
2017-04-02 14:59:07.840,2017-04-10 14:59:08.840,43
2017-04-02 15:01:23.160,2017-04-10 15:01:24.160,5
2017-04-02 15:17:41.430,2017-04-10 15:17:42.430,2
2017-04-02 15:24:02.150,2017-04-10 15:24:03.150,2
2017-04-02 16:06:22.780,2017-04-10 16:06:23.780,18
2017-04-02 16:54:47.150,2017-04-10 16:54:48.150,30
2017-04-02 17:06:22.500,2017-04-10 17:06:23.500,28
2017-04-02 18:00:11.610,2017-04-10 18:00:12.610,2
2017-04-02 18:39:42.570,2017-04-10 18:39:43.570,49
2017-04-02 20:02:34.720,2017-04-10 20:02:35.720,19
2017-04-02 20:27:14.980,2017-04-10 20:27:15.980,14
2017-04-02 21:08:42.970,2017-04-10 21:08:43.970,16
2017-04-02 21:23:58.870,2017-04-10 21:23:59.870,46
2017-04-02 21:40:48.740,2017-04-10 21:40:49.740,30
2017-04-02 21:58:12.250,2017-04-10 21:58:13.250,18
2017-04-02 22:00:50.820,2017-04-10 22:00:51.820,22
2017-04-02 23:24:04.660,2017-04-10 23:24:05.660,44
2017-04-02 23:40:39.880,2017-04-10 23:40:40.880,27
2017-04-03 00:12:49.600,2017-04-11 00:12:50.600,15
2017-04-03 03:29:08.720,2017-04-11 03:29:09.720,3
2017-04-03 03:57:02.350,2017-04-11 03:57:03.350,33
2017-04-03 03:57:17.760,2017-04-11 03:57:18.760,48
2017-04-03 05:12:06.070,2017-04-11 05:12:07.070,9
2017-04-03 05:16:58.510,2017-04-11 05:16:59.510,41
2017-04-03 05:17:47.390,2017-04-11 05:17:48.390,32
2017-04-03 06:34:22.380,2017-04-11 06:34:23.380,39
2017-04-03 06:37:38.610,2017-04-11 06:37:39.610,2
2017-04-03 09:16:33.440,2017-04-11 09:16:34.440,22
2017-04-03 09:31:20.720,2017-04-11 09:31:21.720,37
2017-04-03 10:48:04.070,2017-04-11 10:48:05.070,14
2017-04-03 11:06:16.970,2017-04-11 11:06:17.970,27
2017-04-03 11:44:31.850,2017-04-11 11:44:32.850,8
2017-04-03 12:02:09.850,2017-04-11 12:02:10.850,43
2017-04-03 13:14:40.380,2017-04-11 13:14:41.380,10
2017-04-03 13:54:05.160,2017-04-11 13:54:06.160,1
2017-04-03 13:55:13.690,2017-04-11 13:55:14.690,21
2017-04-03 13:57:22.490,2017-04-11 13:57:23.490,1
2017-04-03 14:13:40.530,2017-04-11 14:13:41.530,36
2017-04-03 14:21:50.540,2017-04-11 14:21:51.540,21
2017-04-03 14:28:04.520,2017-04-11 14:28:05.520,13
2017-04-03 15:15:46.210,2017-04-11 15:15:47.210,33
2017-04-03 15:22:18.850,2017-04-11 15:22:19.850,25
2017-04-03 16:01:19.450,2017-04-11 16:01:20.450,6
2017-04-03 16:31:08.480,2017-04-11 16:31:09.480,14
2017-04-03 16:47:18.150,2017-04-11 16:47:19.150,34
2017-04-03 17:03:27.590,2017-04-11 17:03:28.590,40
2017-04-03 17:12:35.510,2017-04-11 17:12:36.510,37
2017-04-03 18:05:21.320,2017-04-11 18:05:22.320,41
2017-04-03 18:16:08.870,2017-04-11 18:16:09.870,30
2017-04-03 18:22:44.230,2017-04-11 18:22:45.230,23
2017-04-03 18:43:56.970,2017-04-11 18:43:57.970,29
2017-04-03 18:59:39.130,2017-04-11 18:59:40.130,22
2017-04-03 19:10:49.430,2017-04-11 19:10:50.430,28
2017-04-03 20:05:13.440,2017-04-11 20:05:14.440,6
2017-04-03 20:16:13.000,2017-04-11 20:16:14.000,34
2017-04-03 20:44:20.260,2017-04-11 20:44:21.260,9
2017-04-03 21:48:43.330,2017-04-11 21:48:44.330,11
2017-04-03 22:05:24.790,2017-04-11 22:05:25.790,47
2017-04-03 23:57:57.590,2017-04-11 23:57:58.590,31
2017-04-04 00:17:59.640,2017-04-12 00:18:00.640,32
2017-04-04 01:25:38.350,2017-04-12 01:25:39.350,42
2017-04-04 01:27:25.260,2017-04-12 01:27:26.260,32
2017-04-04 01:54:57.970,2017-04-12 01:54:58.970,45
2017-04-04 02:54:44.800,2017-04-12 02:54:45.800,47
2017-04-04 04:32:16.110,2017-04-12 04:32:17.110,15
2017-04-04 04:42:37.240,2017-04-12 04:42:38.240,41
2017-04-04 05:18:54.310,2017-04-12 05:18:55.310,23
2017-04-04 06:25:32.700,2017-04-12 06:25:33.700,48
2017-04-04 06:26:53.970,2017-04-12 06:26:54.970,19
2017-04-04 06:47:12.260,2017-04-12 06:47:13.260,26
2017-04-04 06:56:10.450,2017-04-12 06:56:11.450,34
2017-04-04 07:17:48.670,2017-04-12 07:17:49.670,2
2017-04-04 07:36:23.070,2017-04-12 07:36:24.070,12
2017-04-04 07:47:37.290,2017-04-12 07:47:38.290,31
2017-04-04 08:41:19.670,2017-04-12 08:41:20.670,24
2017-04-04 08:54:08.860,2017-04-12 08:54:09.860,12
2017-04-04 09:11:19.220,2017-04-12 09:11:20.220,44
2017-04-04 09:26:56.200,2017-04-12 09:26:57.200,29
2017-04-04 09:54:51.720,2017-04-12 09:54:52.720,3
2017-04-04 10:15:41.650,2017-04-12 10:15:42.650,27
2017-04-04 10:41:58.820,2017-04-12 10:41:59.820,11
2017-04-04 11:02:59.380,2017-04-12 11:03:00.380,32
2017-04-04 11:11:20.580,2017-04-12 11:11:21.580,9
2017-04-04 11:14:13.480,2017-04-12 11:14:14.480,45
2017-04-04 11:22:32.110,2017-04-12 11:22:33.110,42
2017-04-04 12:13:19.420,2017-04-12 12:13:20.420,23
2017-04-04 12:35:21.180,2017-04-12 12:35:22.180,4
2017-04-04 12:41:03.780,2017-04-12 12:41:04.780,49
2017-04-04 12:56:38.140,2017-04-12 12:56:39.140,31
2017-04-04 13:51:48.970,2017-04-12 13:51:49.970,31
2017-04-04 14:45:14.410,2017-04-12 14:45:15.410,10
2017-04-04 15:04:09.790,2017-04-12 15:04:10.790,48
2017-04-04 15:11:57.500,2017-04-12 15:11:58.500,44
2017-04-04 16:08:24.790,2017-04-12 16:08:25.790,4
2017-04-04 16:31:18.560,2017-04-12 16:31:19.560,46
2017-04-04 17:35:46.000,2017-04-12 17:35:47.000,6
2017-04-04 18:48:21.240,2017-04-12 18:48:22.240,7
2017-04-04 18:48:27.140,2017-04-12 18:48:28.140,8
2017-04-04 19:29:32.790,2017-04-12 19:29:33.790,8
2017-04-04 20:26:38.520,2017-04-12 20:26:39.520,17
2017-04-04 21:12:43.550,2017-04-12 21:12:44.550,28
2017-04-04 22:36:41.410,2017-04-12 22:36:42.410,27
2017-04-04 22:46:47.400,2017-04-12 22:46:48.400,24
2017-04-05 00:48:20.030,2017-04-13 00:48:21.030,41
2017-04-05 01:46:31.260,2017-04-13 01:46:32.260,49
2017-04-05 01:49:33.830,2017-04-13 01:49:34.830,37
2017-04-05 02:19:47.900,2017-04-13 02:19:48.900,12
2017-04-05 03:18:31.160,2017-04-13 03:18:32.160,42
2017-04-05 03:34:34.450,2017-04-13 03:34:35.450,28
2017-04-05 04:13:16.080,2017-04-13 04:13:17.080,36
2017-04-05 04:26:05.110,2017-04-13 04:26:06.110,4
2017-04-05 05:05:14.330,2017-04-13 05:05:15.330,50
2017-04-05 05:46:42.670,2017-04-13 05:46:43.670,38
2017-04-05 05:54:17.790,2017-04-13 05:54:18.790,32
2017-04-05 06:49:37.340,2017-04-13 06:49:38.340,48
2017-04-05 06:51:16.540,2017-04-13 06:51:17.540,34
2017-04-05 08:38:18.890,2017-04-13 08:38:19.890,31
2017-04-05 09:07:48.500,2017-04-13 09:07:49.500,27
2017-04-05 09:19:49.520,2017-04-13 09:19:50.520,29
2017-04-05 09:34:20.860,2017-04-13 09:34:21.860,48
2017-04-05 09:36:28.820,2017-04-13 09:36:29.820,29
2017-04-05 09:49:31.470,2017-04-13 09:49:32.470,32
2017-04-05 10:12:39.290,2017-04-13 10:12:40.290,33
2017-04-05 10:18:45.460,2017-04-13 10:18:46.460,22
2017-04-05 10:21:05.830,2017-04-13 10:21:06.830,9
2017-04-05 10:25:16.980,2017-04-13 10:25:17.980,14
2017-04-05 11:48:52.360,2017-04-13 11:48:53.360,28
2017-04-05 11:57:52.060,2017-04-13 11:57:53.060,36
2017-04-05 12:22:55.550,2017-04-13 12:22:56.550,23
2017-04-05 12:46:30.990,2017-04-13 12:46:31.990,14
2017-04-05 15:14:16.890,2017-04-13 15:14:17.890,43
2017-04-05 15:32:48.150,2017-04-13 15:32:49.150,18
2017-04-05 16:06:18.480,2017-04-13 16:06:19.480,8
2017-04-05 16:08:58.990,2017-04-13 16:08:59.990,44
2017-04-05 18:11:15.250,2017-04-13 18:11:16.250,48
2017-04-05 18:12:38.400,2017-04-13 18:12:39.400,22
2017-04-05 18:55:34.490,2017-04-13 18:55:35.490,23
